idiom,sentence
to the bone,"The expression 'to the bone' occurs figuratively in the sentence: 'It had been in his eyes when he lay on the bed staring rigidly at the ceiling , a terrifying , heart - rending pain that cut her to the bone .'.

Answer: i"
to the bone,‘i’
push the envelope,i
push the envelope,i
look on the bright side,i
look on the bright side,'i' for figurative.
up to here,i
up to here,'i'
up to here,i
night and day,"The expression 'night and day' is used figuratively in the sentence: 'She says they used her orchard as a toilet, and their property was invaded night and day.'. 

Answer: 'i'"
night and day,'l'
head for the hills,'l'>
head for the hills,i
head for the hills,The expression 'head for the hills' is used literally in the sentence: 'Alejandro Mayta the revolutionary theorist who heads for the hills in the hope of joining a mass uprising comes over finally as a misguided almost pathetic figure.'. Answer 'l'.
pass the buck,i
pass the buck,i
rise from the ashes,'i'
rise from the ashes,i
rise from the ashes,"The expression 'rise from the ashes' is used figuratively in the sentence: 'ICM — the newcomer that rose from the ashes of Marplan — is owned by its management.'. 

Answer: 'i'."
meat and potatoes,"The expression 'meat and potatoes' is used figuratively in the sentence: 'For all his coinciding with the world of fashion , with the glamour and risks of the pederasty he helped publicise , Mapplethorpe 's pictures remain alien to the canons of American good taste and to meat - and - potato American ideas about art .' 

Hence, the answer is 'i'."
meat and potatoes,'l'
meat and potatoes,'l'
in bed with,"The expression 'in bed with' is used figuratively in the sentence: '""Tom Rooney told me to beware of you, not to end up in bed with you.""'

Answer: 'i'"
in bed with,Answer: l
in bed with,"The expression 'in bed with' is used literally in the sentence: 'But she remembered the sight of him in bed with that would-be starlet and fought the impulse, staring angrily at him instead.'. 

Answer: 'l'"
in the pink,'i'
in the pink,"The expression 'in the pink' is used figuratively in the sentence: 'Considering that the Soviet economy is not in the pink of health in its own right, it only makes sense to ask whether the burden will remain affordable — and, indeed, whether hard economic facts will not drive the USSR to reassess the wisdom of maintaining anything so extravagant as a Socialist Commonwealth in her present circumstances.'. The expression here means that the Soviet economy is not in good or excellent condition. So the answer is 'i'."
in the pink,"The expression 'in the pink' does not appear in the sentence provided. Therefore, neither 'i' (for figurative) nor 'l' (for literal) is applicable in this case. The sentence talks about different varieties of flowers and their descriptions, but it does not use the specific expression 'in the pink'."
go to town,'l'
go to town,'l'
go to town,i
heart of gold,i
heart of gold,'i'
heart of gold,"The expression 'heart of gold' is used figuratively in the sentence: 'Of the four biographies he published in the 1930s , Frank Harris ( 1932 ) was a witty and ironic exercise in demythology , identifying his one - time literary hero as an inverted puritan ' with a heart of borrowed gold ' ; and his Samuel Johnson ( 1933 ) a succinct and humane study of ' an intensely loving and compassionate soul handicapped in its expression by lifelong disabilities of mind and body ' .' 

Hence, the answer is 'i' for figurative."
par for the course,i
par for the course,i
par for the course,i
out of line,"The expression 'out of line' is used literally in the sentence: 'The symmetry of his body and the smoothness of his movements were thrown out of balance by the slight bulge that heaved one shoulder out of line with its fellow.'. 

So, the answer is 'l'."
out of line,i
out of line,'i'
stay the course,'l'
stay the course,"The expression 'stay the course' is used figuratively in the sentence: 'OLDHAM boss Joe Royle is backing his old Norwich City pals to stay the course and pull off the first Premier League title.'. 

Answer: 'i'"
stay the course,i
smoke and mirrors,"The expression 'smoke and mirrors' is used figuratively in the sentence: 'The Democratic chairman of the House of Representatives budget committee, Leon E. Panetta, described the package as ""gimmickry"" and accused the administration of using ""smoke and mirrors"" in order to finance its tax cuts and spending initiatives.'. Therefore, the answer is 'i'."
smoke and mirrors,The expression 'smoke and mirrors' is used **figuratively** ('i') in the sentence: 'ROME – A game of smoke and mirrors : this is how Italy’s current electoral campaign appears – both to Italians and the wider world.'.
get to the bottom of,"The expression 'get to the bottom of' is used ***figuratively*** in the sentence: 'It is a very useful behaviour when trying to get to the bottom of things and when you need to tease information out of the other person .'. 

Answer: 'i'"
get to the bottom of,The expression 'get to the bottom of' is used figuratively in the sentence: 'He is determined to have a clear - the - air meeting with Murray this weekend and snapped yesterday : ‘ I have to get to the bottom of this mess .'. Answer: i
get to the bottom of,"The expression 'get to the bottom of' is used figuratively in the sentence: 'Dido doesn't claim to have got to the bottom of what she calls the Canine Predicament.'. 

Answer: 'i'"
by the book,The expression 'by the book' is used figuratively in the sentence: 'But the police had been called so everything had to be done by the book.'. The correct answer is 'i'.
by the book,i
in your face,"The expression 'in your face' is used figuratively in the sentence: 'It 's still an essentially traditional Strat sound , but with just that extra bit of in - your - face mid - range bite to drive the amp harder .'."
in your face,"In the sentence: '‘Still getting angry when someone throws some truth in your face?’ he jeered.', the expression 'in your face' is used figuratively. The correct answer is 'i'."
in your face,"The expression 'in your face' is used figuratively in the sentence: 'Which is not to say that popular humour in the States is particularly nice : in recent years there has been a great demand for in - your - face racist , ethnic and misogynist stuff , as typified on the respectable side by Jackie Mason and on the unholy by Andrew Dice Clay.'. So the answer is 'i'."
in the black,"The expression 'in the black' is used figuratively in the sentence: 'The group as a whole is in the black only because it has income from an American retailing chain Silo and from financial services and property deals in Britain.'.

So, the answer is 'i'."
in the black,'i'
in the black,"The expression 'in the black' is used figuratively in the sentence: 'BSkyB ( Sky Television ) is firmly in the black and the 50%-owned satellite venture now has weekly revenues of more than £ 6 m , with 80 % coming from pay service subscriptions.'. 

Answer: 'i'"
hit the nail on the head,'i'
hit the nail on the head,i
in the driving seat,The expression 'in the driving seat' is used figuratively in the sentence: 'In the driving seat to replace whoever goes down are London Scottish.'. The sentence uses the phrase to imply that London Scottish are in a leading or advantageous position to replace someone. Answer: 'i'.
in the driving seat,'i'
in the driving seat,i
join the club,'l'
join the club,i
join the club,'l'
walk the plank,'i'
walk the plank,"The expression 'walk the plank' is used figuratively in the sentence: 'Both are completely geared to novices, with plenty of other distractions if walking the plank doesn't suit.'. 

Answer: i"
eat humble pie,"The expression 'eat humble pie' is used figuratively in the sentence: 'Richmond coach, Kevin Boroevich, will have to eat some humble pie at training after being sent off for punching in the 21–15 win in a friendly against Fylde.'. The correct answer is 'i'."
eat humble pie,"The expression 'eat humble pie' is used **figuratively** in the sentence: 'When the chief minister of Maharashtra became uppity earlier this year, Mr Gandhi arranged for dissidents to mount a campaign to get rid of him, and relented only after the chief minister ate humble pie.'. 

So the answer is **i**."
eat humble pie,'i'
up the river,"The expression 'up the river' is used figuratively in the sentence: 'And number three; you've signed your way into a deal you know nothing about and which has almost certainly sold you up the river.'. 

Answer: 'i'."
up the river,"The expression 'up the river' is used figuratively in the sentence: 'I been beaten up by hoods , framed on a murder rap , beaten up by cops , sent up the river , beaten up by prison bulls , got a last - minute reprieve from the governor , and been beaten up by my girl.’

Answer: 'i'"
up the river,'i'
circle the wagons,'i'
look the part,'i'
look the part,i
look the part,"The expression 'look the part' is used figuratively in the sentence: 'For your own sake try and look the part!'. Thus, the answer is 'i'."
moment of truth,i
all bets are off,i
all bets are off,'i'
knock someone's socks off,"The expression 'knock someone's socks off' is used figuratively in the sentence: 'It 's Lil , power - dressed to knock your socks off , with all eyes blazing.'. 

Answer: 'i'"
on the side of the angels,i
on the side of the angels,i
on the side of the angels,"The expression 'on the side of the angels' is used figuratively in the sentence: 'Lonrho 's ethics have been publicly queried in the past , so many in Whitehall are galled to see it cast on the side of the angels by its opposition to the Al Fayeds , after they had thwarted Lonrho 's own designs on Harrods .'. 

The correct answer is 'i'."
jump on the bandwagon,i
jump on the bandwagon,"The expression 'jump on the bandwagon' is used figuratively in the sentence: 'Ever since Mr Gorbachev attended our G7 meeting last year and Mr Lamont went to inspect the Russian chaos, Britain has effectively adopted the Soviets and we will be pressing hardest to help — even George Bush is now jumping on this bandwagon .'"
jump on the bandwagon,i
turn the other cheek,'i'
raise the roof,i
raise the roof,i
raise the roof,'i'
do the right thing,'i'
do the right thing,i
do the right thing,"The expression 'do the right thing' is used figuratively in the sentence: 'Firms that wanted to do the right thing, to spend the money to reduce their emissions, now worry that doing so would put them at a competitive disadvantage as others continue to emit without restraint.'. 

So, the answer is 'i' for figurative."
on the square,'i'
on the square,i
on the square,"The expression 'on the square' is used literally in the sentence: 'Tucked away on a quiet, sunny square just 50 yards from the lagoon, this is a fresh, modern hotel adorned with many original paintings by the owner's wife.'. Therefore, the answer is 'l'."
pick up the pieces,i
pick up the pieces,'l'
pick up the pieces,'i'
touch and go,'i'
off and running,'i'
off and running,i
off and running,i
horses for courses,i
horses for courses,'i'
horses for courses,'i'
wipe the slate clean,i
wipe the slate clean,'i'
wipe the slate clean,'i'
hit the jackpot,i
hit the jackpot,'l'
hit the jackpot,"The expression 'hit the jackpot' is used figuratively in the sentence: 'It could be that Grätzel 's attempts to harness cheap solar energy may finally have hit the jackpot.'. 

Answer: 'i'"
round the bend,The expression 'round the bend' is used figuratively in the sentence: 'At one time I had this scrubbing brush and I used to spend the whole day scrubbing and I used to have a big pan and I used to boil my clothes up in it — it drove me round the bend …'.
round the bend,"The expression 'round the bend' is used figuratively in the sentence: 'McQueen was accompanied on location by Ali MacGraw, whom he had met on The Getaway, and whose presence he admitted saved him from going round the bend.'.

Answer: 'i'"
round the bend,"The expression 'round the bend' is used literally in the sentence: 'The crowd begins to melt away and a bubbling froth is tossed along the river, dancing and swirling and disappearing from sight round the bend.'.  

Answer: 'l'"
go for the jugular,i
go for the jugular,'i'
go for the jugular,"The expression 'go for the jugular' is used figuratively in the sentence: 'Not Adam Burns , though — oh no , he had to go straight for the jugular .' 

So the answer is: 'i'."
nip and tuck,'i'
nip and tuck,The expression 'nip and tuck' is used figuratively in the sentence: 'It was nip and tuck up to 7 - 7 before Best opened up a 12 - 9 lead.'.
nip and tuck,'i'
throw the baby out with the bathwater,'i'
throw the baby out with the bathwater,'i'
out of order,'i'
out of order,'i'
out of order,"The expression 'out of order' is used figuratively in the sentence: 'That question was not out of order.'

Answer: i"
muddy the waters,"The expression 'muddy the waters' is used figuratively in the sentence: 'It has also sent the West numerous doubtful and bogus defectors to muddy the waters.'. 
Answer: 'i'."
muddy the waters,"The expression 'muddy the waters' is used figuratively in the sentence: 'The conflation of these two completely distinct hypotheses has merely served to muddy the waters still further in the already turbulent and confused debate between Keynesians and new classicals .'. 
Answer: 'i'"
muddy the waters,"The expression 'muddy the waters' is used figuratively in the sentence: 'This experiment is rather costly, however, and one judge felt that the immense amount of work already done on chemical kindling in rats would muddy the waters.'. 

Answer: 'i' for figurative."
move the goalposts,i
move the goalposts,'i'
move the goalposts,i
hair of the dog,"The expression 'hair of the dog' is used figuratively in the sentence: ‘I should think it starts when you need a hair of the dog the next morning.’. Therefore, the answer is 'i'."
hair of the dog,'i'
hair of the dog,‘l’
have someone's number,"The expression 'have someone's number' is used figuratively in the sentence: 'Because he had your number.'. Therefore, the answer is 'i'."
neither here nor there,'i'
neither here nor there,'i'
neither here nor there,i
out of the woods,'i'
out of the woods,i
out of the woods,"In the sentence 'Though its international activities and long term contracts business appear to offer some cause for cheer, it seems that Egham, Surrey-based consultancy P-E International Plc is not out of the woods yet.', the expression 'out of the woods' is used figuratively. 

So, the answer is 'i'."
sit on the fence,'i'
sit on the fence,i
sit on the fence,'i'
keep the peace,'i'
keep the peace,The expression 'keep the peace' is used figuratively in the sentence: 'Since that time there has been an uneasy peace in the world the price of which has been constant vigilance and in keeping that peace our two countries have continued together as the witness of young American Airforce men currently stationed in this country.'.
six feet under,i
six feet under,'i'
six feet under,'i'
dead and buried,"The expression 'dead and buried' is used figuratively in the sentence: 'Oxford looked dead and buried until Pompey substitute Stuart Doling brought down John Durnin to allow Jim Magilton to cut the deficit to 5–4 from the penalty spot.'. 

Answer: 'i'"
dead and buried,i
dead and buried,"The expression 'dead and buried' is used figuratively in the sentence provided. 

Answer: 'i'"
down in the dumps,i
down in the dumps,"The expression 'down in the dumps' is used figuratively in the sentence: 'Down in dumps A GROUP of young people from Northern Ireland are setting off this week on a trip to one of the world 's poorest regions .'.

Answer: 'i'"
down in the dumps,"The expression 'down in the dumps' is used figuratively in the sentence: 'Sid explains : ‘ At times he was really down in the dumps .'.' The phrase means feeling sad or depressed, not literally being in a physical dump."
know the score,i
know the score,i
know the score,i
oil and water,"The expression 'oil and water' is used figuratively in the sentence: 'As Martin Kähler put it a century ago in his tellingly - named book The So - Called Historical Jesus and the Christ of Faith : ‘Christian faith and a history of Jesus repel each other like oil and water’.'. 
Answer: 'i'."
oil and water,i
oil and water,l
add fuel to the fire,"The expression 'add fuel to the fire' in the sentence 'London 's Evening Standard was moved to add fuel to the fire and proclaim ‘ this year , the long knives were out’ , but it was only the tall tales that were really in evidence .' is used figuratively. Hence, the answer is 'i'."
add fuel to the fire,"The expression 'add fuel to the fire' is used figuratively in the sentence provided. 

Answer: i"
add fuel to the fire,'l'
power behind the throne,i
power behind the throne,i
power behind the throne,"The expression 'power behind the throne' is used figuratively in the sentence: 'Unaware of the death of the sect 's figurehead leader , Grant , Springfield and their patchwork assembly of troops were preparing to take on the real power behind the throne — the sinister oriental who was using the organisation as a front for his Triad drugs network .'.

Answer: i"
blood and guts,'l'
blood and guts,"The expression 'blood and guts' is used figuratively in the sentence: 'As they shift from one adult to another, teachers say it is the video which keeps them under control — a new binge of blood and guts each time they are shuttled past the rental shop.' Answer: 'i'."
blood and guts,'i'
strike while the iron is hot,i
strike while the iron is hot,i
on the hop,'i'
on the hop,i
on the hop,'i'
all over the map,"The expression 'all over the map' is used figuratively in the sentence: 'Er what I have chosen to do is to do what we were doing in the nineteen eighties , which is to take the simplest measure of the maximum flow and the detrusor pressure at that volume and when we do that , you can see that these patients , instead of being a single group of patients with a single kind of bladder pressure and flow , these patients are all over the map .'"
all over the map,'i'
all over the map,"In the sentence ""But the answers have been all over the map, with some finding that the yuan is not undervalued at ~ all, while others argue that it should appreciate against the dollar by more than 30 %."", the expression ""all over the map"" is used figuratively. Therefore, the answer is 'i'."
let the cat out of the bag,i
let the cat out of the bag,"The expression 'let the cat out of the bag' is used figuratively in the sentence: 'If you do not believe me, then listen to how Steffi Graf and Monica Seles let the cat out of the bag in Paris.'. 

Answer: i"
let the cat out of the bag,'i'
blaze a trail,i
blaze a trail,'l'
blaze a trail,'i'
on the bounce,'i' for figurative
on the bounce,'l'
on the bounce,"The expression 'on the bounce' is used figuratively in the sentence: 'It 's nice to get four victories on the bounce, but I just hope Christmas has not come too early for us.'.

So, the answer is: 'i'."
at a canter,'l'
at a canter,i
at a canter,'l'
out to lunch,i
out to lunch,i
out to lunch,'i'
twist someone's arm,"The expression 'twist someone's arm' is used figuratively in the sentence: 'She will twist your poor rich senile arm to pay you out , because you have an airy house on the hill , and she goes home to a room in the damp and humid valley.'. Therefore, the answer is 'i'."
twist someone's arm,i
twist someone's arm,'l'
swings and roundabouts,i
swings and roundabouts,i
swings and roundabouts,i
on the ball,'i'
on the ball,i
rob Peter to pay Paul,"The expression 'rob Peter to pay Paul' is used figuratively in the sentence: 'It seems like you got there 's a logic, there are arguments behind what you 're doing, and you 're equalising things certainly, but I suppose what comes to mind is this phrase to rob Peter to pay Paul, and it must be very difficult to explain to the people in the old folks home when it 's being closed, I 'm sorry, you 're doing this so that somebody else in a different part of the country will have a better quality of life.'. 

Answer: 'i'"
rob Peter to pay Paul,i
rob Peter to pay Paul,"The expression 'rob Peter to pay Paul' is used figuratively in the sentence: '‘ These ratings should be a shining beacon to the Government to support research and cease their rob Peter to pay Paul policies,’ said an Association of University Teachers ' spokesman .'. 

Answer 'i' for figurative."
ring a bell,i
ring a bell,i
ring a bell,i
to die for,'l'
to die for,'i'
to die for,'i'
everything but the kitchen sink,i
spend a penny,"The expression 'spend a penny' is used literally in the sentence: 'In the other … you might just as well try to go to sleep when your feet are cold or you want to spend a penny , or you 're hungry for a special kind of food you have n't got .'.

Answer: 'l'."
spend a penny,"The expression 'spend a penny' is used figuratively in the sentence: 'Norris 's reputation as a man who got things done was dented when the Tories lost a vote on extra primary school places because Norris was away from his seat ( leading to the crack that he ‘ spent a penny and cost the ratepayers £ 250,000’ ) , but he left his mark on the place .' Therefore, the answer is 'i'."
spend a penny,"The expression 'spend a penny' is used figuratively in the sentence: 'Norris 's reputation as a man who got things done was dented when the Tories lost a vote on extra primary school places because Norris was away from his seat ( leading to the crack that he ‘ spent a penny and cost the ratepayers £ 250,000’ ) , but he left his mark on the place .'. The reason for this is that ""spend a penny"" is an idiomatic British expression for going to the toilet. The context implies that Norris was away from his seat for a short period, which is captured humorously by this expression.

So the answer is:
'i'"
in black and white,i
in black and white,i
in black and white,i
doom and gloom,'i'
doom and gloom,"The expression 'doom and gloom' is used figuratively in the sentence: 'With the depressed economy and appalling trade figures ( improved a little , one hopes , by a healthy Christmas ) , I was expecting doom and gloom as I did my recent rounds of the publishing houses .'"
doom and gloom,i
keep tabs on,i
keep tabs on,"The expression 'keep tabs on' is used figuratively in the sentence: 'Actually , we decided after a bit that there was nothing very sinister about Sun , but that he is just an auxiliary comrade who helps to keep tabs on us, makes sure we do n't get lost in the crowd , etc .'. Therefore, the answer is: **i**."
keep tabs on,"The expression 'keep tabs on' is used figuratively in the sentence: 'A psychologist will keep tabs on teams of youngsters and will stop the operation if they show signs of stress.'. 

Answer: i"
get the picture,'l'
get the picture,i
get the picture,"The expression 'get a picture' is used figuratively in the sentence: 'According to these employers it was teachers who needed WE more than pupils, so that they could get a picture of what engineering was really like (as opposed to media misrepresentations — strikes, redundancies, etc.) and so put across a 'good image' of engineering, hopefully attracting the 'brighter pupils' into the industry.'

Answer: 'i' for figurative."
look the other way,"The expression 'look the other way' is used figuratively in the sentence: 'However, the San Franciscan police usually look the other way when drug workers swap needles, sometimes by putting clean syringes in a pram and inviting junkies to step up and feed ‘the baby’.'. 

Answer: 'i'"
look the other way,i
look the other way,i
burst someone's bubble,'i'
burst someone's bubble,"The expression 'burst someone's bubble' is used figuratively in the sentence: 'Hopefully we can go out and beat them, it'd be great to burst their bubble.'.

Answer: i"
burst someone's bubble,"The expression 'burst someone's bubble' is used figuratively in the sentence: 'But she refused to allow his surliness to burst her bubble of well - being .'. 

Answer: i"
fall in line,i
fall in line,l
fall in line,"The expression 'fall in line' is used figuratively in the sentence: 'With mortgage rates falling in line with base rates , Mr Bootle said headline inflation would drop below 1pc early next year with underlying inflation moving up slightly to around 3pc at the year - end .'.

Answer: 'i'"
water under the bridge,i
water under the bridge,"The expression 'water under the bridge' is used figuratively in the sentence: '‘It 's water under the bridge now,’ I said.'. The answer is 'i'."
water under the bridge,‘i’
keep a lid on,i
keep a lid on,"The expression 'keep a lid on' is used figuratively in the sentence: 'The government in 1989 had to appoint a special transport minister for Docklands ( Mr Portillo ) to keep the lid on the widespread anger of developers about the lack of transport to Docklands.'.

Answer: 'i' for figurative."
keep a lid on,"The expression 'keep a lid on' is used **figuratively** in the sentence: 'The new year , 1989 , opened with the government barely keeping a ' lid ' on the situation .'. Therefore, the correct answer is 'i'."
down the drain,"The expression 'down the drain' is used figuratively in the sentence: 'There are fears of family life going down the drain, as staff may get only two complete weekends off in seven.'. 
Answer: 'i'."
down the drain,"The expression 'down the drain' is used figuratively in the sentence: 'How much money is IBM pouring down the drain with OS/2 ?'. Therefore, the answer is 'i'."
down the drain,'i'
make the cut,"The expression 'make the cut' is used figuratively in the sentence: 'Grady slipped with a 75 but made the cut , as did Roger Davis with a splendid 68 to retrieve his position after a first round of 77 .'. 

Answer: 'i'"
make the cut,"The expression 'make the cut' is not present in the provided sentence. The sentence does mention ""having to make er painful cuts,"" but this is a different phrase. In this context, ""painful cuts"" refers to budget reductions or financial savings, which suggests a figurative use. Therefore, the expression 'make the cut' does not apply here, and the phrase ""painful cuts"" is used figuratively."
make the cut,'l'
free and easy,"The expression 'free and easy' is used figuratively in the sentence: 'In these free - and - easy days people are making their own rules already .'

Answer: 'i'"
free and easy,"The expression 'free and easy' is used figuratively in the sentence: 'Alamena, Boz's wife, is making life difficult for her, telling her she's not to leave the camp and that she's too free and easy with everyone.'.

So the correct answer is 'i'."
free and easy,i
with a vengeance,"The expression 'with a vengeance' is used **figuratively** in the sentence: 'On one level The Freshman works exceedingly well, its clever - clever script and free - and - easy exploitation of Matthew Broderick and, remarkably, Marlon Brando find ways to make an audience laugh with a slick vengeance.' 

Answer: 'i' for figurative."
cut both ways,'l'
cut both ways,'i'
cut both ways,i
sing the praises of,'i'
sing the praises of,'i'
sing the praises of,i
hold the line,'l'
pull the plug,'i'
pull the plug,"The expression 'pull the plug' is used figuratively in the sentence: 'THE BRITISH government has decided to pull the plug on a European investigation into what happens when a pressurised - water reactor goes badly wrong.'.

So the answer is: 'i' for figurative."
pull the plug,i
make a move,"The expression 'make a move' is used figuratively in the sentence: 'Luke made no move, just looked at her, his gaze one of incredulity and shock, and Robyn felt as bad as she had ever felt in her life.'. 

Answer: 'i'."
make a move,i
make a move,'i'
make a meal of,'l'
make a meal of,i
make a meal of,i
the icing on the cake,"The expression 'the icing on the cake' is used figuratively in the sentence: 'Sponsorship should of course be the icing on the cake, there should be enough in, in competition in regattas and themselves but people are interested enough to go and to support and that sponsorship actually allows you to do things that you wouldn’t have been able to do otherwise.'. The correct answer is 'i'."
the icing on the cake,i
the icing on the cake,"The expression 'the icing on the cake' is used figuratively in the sentence: '‘ If people in Liverpool like it that will be the icing on the cake.’'. 

Answer: 'i'"
in the red,'i'
in the red,"The expression 'in the red' is used **figuratively** in the sentence: 'BR 's Trainload Freight operation , which carries bulk loads such as coal , aggregates and scrap metal , is profitable ( though Railfreight Distribution , handling miscellaneous freight by the wagonload , is still deeply in the red ).'."
in the red,'i'
feel the pinch,i
feel the pinch,i
feel the pinch,"The expression 'feel the pinch' is used figuratively in the sentence: 'Feeling the pinch after Compaq Computer Corp 's recent price reductions , ZDS says it 's also working to bring its pricing policies more in line with its competition .'. 

Answer: i"
under the microscope,The expression 'under the microscope' is used **i** (figuratively) in the sentence: 'Another topic which has come under the SAC microscope was the absolute necessity of farmers calculating the correct option when claiming the various subsidies.'.
under the microscope,'i'
under the microscope,"The expression 'under the microscope' occurs figuratively in the sentence: 'After focusing on nursery rhymes and Enid Blyton, the political puritans now have the legacy of the celebrated 19th century Danish storyteller under their microscope.'. Therefore, the answer is 'i'."
pay the piper,i
pay the piper,'i'
pay the piper,'i'
on the trot,"The expression 'on the trot' occurs figuratively in the sentence: 'And as I say , there was always one I remember that sticks passively in my mind when she came over in one December five weekends on the trot !'."
on the trot,'i'
on the trot,i
peaches and cream,'i'
peaches and cream,i
toe the line,"The expression 'toe the line' is used figuratively in the sentence: 'It is not so much the whips as the local constituency activists who indirectly but effectively apply sanctions ( such as not readopting him or her ) to keep the overwhelming majority of MPs toeing the party line , and government control very tight.'. Therefore, the answer is 'i'."
toe the line,i
grasp the nettle,'i'
grasp the nettle,i
grasp the nettle,'i'
high and mighty,i
high and mighty,"The expression 'high and mighty' is used figuratively in the sentence: 'I 'm a respectable woman , and I wo n't have no ‘ goings on’, not if you were ever so high and mighty, the pair of you.'. 

Answer: i"
high and mighty,'i'
in the hole,i
in the hole,"The expression 'in a dreadful hole' is used figuratively in the sentence: 'But as he inspected the size of the Tories' losses on May 6th even the home secretary, Kenneth Clarke, usually a man to find a silver lining in the blackest cloud, admitted that the government was in 'a dreadful hole'.'

Answer: 'i'"
in the hole,'i'
take the fall,i
take the fall,'l'
take the fall,i
in the offing,'i'
in the offing,"The expression 'in the offing' is used figuratively in the sentence: 'There was also a British General Election in the offing.'. Therefore, the answer is 'i' for figurative."
in the offing,"The expression 'in the offing' is used **figuratively** in the sentence: 'With a General Election in the offing the Ballot provided a perfect framework for opposition parties to co - operate in setting the foreign policy agenda , without in any way compromising their own independence.'

Answer: **i**"
ride roughshod over,i
ride roughshod over,'i'
ride roughshod over,"The expression 'ride roughshod over' is used figuratively in the sentence: 'Havelock Wilson 's later reputation in the trade union movement as a "" bosses "" man "" , an imperialist , an anti - democrat riding roughshod over his members ' wishes and a betrayer of the miners ' cause during the 1926 General Strike diverges strangely from his earlier image as a militant , a rabble - rouser , a fearless advocate of the seafarer , "" stumping the country agitating , organising and inciting "" , and as an advocate , even an originator , of the "" new unionism""which shook the trade union establishment to its foundations in the late 1880s and early 1890s .'. 

Answer: 'i'"
crash and burn,i
crash and burn,i
crash and burn,'i'
dyed in the wool,i
dyed in the wool,"The expression 'dyed - in - the - wool' is used figuratively in the sentence: 'The true dyed - in - the - wool, deep down Conservatives may feel uncomfortably that the sacred word has come into the hands of unsuitable people; including the Americans.'. 

So the answer is 'i'."
dyed in the wool,The expression 'dyed-in-the-wool' is used figuratively in the sentence: 'Stahl belongs to that dyed - in - the - wool amateur breed who follow the sun not for money but for fun.'.
fight fire with fire,"The expression 'fight fire with fire' is used figuratively in the sentence: '‘I have spoken to most captains and a lot of players and the general feeling is that we have played against sides in the past with Test players and we wanted to be able to fight fire with fire so to speak.'. 

Answer: 'i'"
fight fire with fire,i
fight fire with fire,i
all over the place,"The expression 'all over the place' is used figuratively in the sentence: 'I saw the evidence with my own eyes, Melanie wearing only a dressing-gown, her hair all over the place.'.

Answer: 'i'"
all over the place,'l'
