idiom,sentence
big picture,"

output: i"
big picture,"

output: i"
big picture,"

output: i"
night owl,"

output: i"
night owl,"

output: i"
night owl,"

i"
fashion plate,"

output: i"
fashion plate,"

output: i"
fashion plate,"

output: l"
big wig,"

output: i"
big wig,"

output: i"
big wig,"

output: i"
flower child,"

output: i"
flower child,"

output: i"
flower child,"

i"
panda car,"

output: l"
black box,"

output: i"
black box,"

output: i"
black box,"

output: l"
flea market,"

output: l"
flea market,"

output: l"
flea market,"

output: l"
goose egg,"

output: i"
blind alley,"

i"
blind alley,"

output: i"
blind alley,"

output: i"
low profile,"

output: i"
low profile,"

output: i"
low profile,"

output: i"
blue blood,"

output: i"
blue blood,"

output: i"
blue blood,"

output: i"
grandfather clock,"

output: i"
grandfather clock,"

output: i"
grandfather clock,"

output: l"
guinea pig,"

output: i"
guinea pig,"

output: i"
guinea pig,"

output: i"
graveyard shift,"

output: i"
graveyard shift,"

output: l"
gravy train,"

output: i"
gravy train,"

output: i"
gravy train,"

output: i"
rat run,"

output: l"
rock bottom,"

output: i"
rock bottom,"

output: i"
rock bottom,"

i"
pipe dream,"

output: i"
pipe dream,"

output: i"
pipe dream,"

output: i"
rocket science,"

output: i"
rocket science,"

output: i"
rocket science,"

output: i"
poison pill,"

output: i"
poison pill,"

output: i"
poison pill,"

output: i"
shrinking violet,"

output: i"
shrinking violet,"

i"
shrinking violet,"

output: i"
silver bullet,"

output: i"
silver bullet,"

output: i"
silver bullet,"

output: i"
damp squib,"

output: i"
dark horse,"

output: i"
dark horse,"

output: i"
dark horse,"

output: i"
ivory tower,"

output: i"
ivory tower,"

i"
ivory tower,"

output: i"
kangaroo court,"

output: i"
kangaroo court,"

output: i"
kangaroo court,"

output: i"
sitting duck,"

output: i"
double cross,"

i"
double cross,"

output: i"
double cross,"

output: i"
smoking gun,"

i"
smoking gun,"

output: i"
double dutch,"

output: i"
double dutch,"

i"
double dutch,"

i"
snake oil,"

output: i"
snake oil,"

output: i"
snake oil,"

output: i"
smoke screen,"

output: i"
smoke screen,"

output: i"
smoke screen,"

output: i"
swan song,"

i"
swan song,"

output: i"
swan song,"

output: i"
old flame,"

output: i"
old flame,"

output: i"
old flame,"

output: i"
zebra crossing,"

output: l"
zebra crossing,"

output: l"
zebra crossing,"

output: l"
silver lining,"

output: i"
top dog,"

output: i"
bad hat,"

output: i"
bad hat,"

output: i"
bad hat,"

i"
acid test,"

output: i"
acid test,"

i"
acid test,"

output: i"
big fish,"

output: i"
agony aunt,"

output: i"
brass ring,"

output: i"
brass ring,"

output: i"
brass ring,"

i"
busy bee,"

i"
closed book,"

i"
closed book,"

output: i"
closed book,"

output: i"
