idiom,cleaned_text
to die for,i
to die for,u
everything but the kitchen sink,u
spend a penny,i
spend a penny,u
spend a penny,u
in black and white,i
in black and white,i
in black and white,u
doom and gloom,u
doom and gloom,u
doom and gloom,u
keep tabs on,u
keep tabs on,i
keep tabs on,i
get the picture,u
get the picture,i
get the picture,i
look the other way,u
look the other way,u
look the other way,u
burst someone's bubble,u
burst someone's bubble,i
burst someone's bubble,i
fall in line,u
fall in line,i
fall in line,u
water under the bridge,i
water under the bridge,i
water under the bridge,i
keep a lid on,i
keep a lid on,u
keep a lid on,i
down the drain,i
down the drain,i
down the drain,i
make the cut,i
make the cut,i
make the cut,u
free and easy,i
free and easy,i
free and easy,u
with a vengeance,u
cut both ways,u
cut both ways,i
cut both ways,i
sing the praises of,u
sing the praises of,u
sing the praises of,i
hold the line,i
pull the plug,u
pull the plug,i
pull the plug,i
make a move,i
make a move,u
make a move,i
make a meal of,i
make a meal of,i
make a meal of,i
the icing on the cake,u
the icing on the cake,i
the icing on the cake,i
in the red,i
in the red,u
in the red,i
feel the pinch,i
feel the pinch,u
feel the pinch,i
under the microscope,u
under the microscope,u
under the microscope,i
pay the piper,i
pay the piper,i
pay the piper,i
on the trot,i
on the trot,i
on the trot,u
peaches and cream,u
peaches and cream,u
toe the line,u
toe the line,u
grasp the nettle,i
grasp the nettle,u
grasp the nettle,i
high and mighty,i
high and mighty,u
high and mighty,u
in the hole,i
in the hole,i
in the hole,i
take the fall,i
take the fall,i
take the fall,u
in the offing,u
in the offing,u
in the offing,u
ride roughshod over,i
ride roughshod over,u
ride roughshod over,u
crash and burn,u
crash and burn,i
crash and burn,i
dyed in the wool,u
dyed in the wool,u
dyed in the wool,u
fight fire with fire,u
fight fire with fire,i
fight fire with fire,i
all over the place,i
all over the place,i
all over the place,i
grind to a halt,u
grind to a halt,u
grind to a halt,i
in a nutshell,i
in a nutshell,i
rise and shine,u
take a back seat,i
take a bath,u
take a bath,i
take a bath,i
bury the hatchet,l
bury the hatchet,i
in the soup,u
in the soup,i
in the soup,u
grease the wheels,i
grease the wheels,i
grease the wheels,i
apples and oranges,i
apples and oranges,i
follow in someone's footsteps,i
follow in someone's footsteps,i
follow in someone's footsteps,i
under the wire,i
under the wire,i
under the wire,u
out of the blue,i
out of the blue,i
out of the blue,u
over the moon,i
over the moon,i
throw down the gauntlet,u
throw down the gauntlet,i
take the bull by the horns,i
take the bull by the horns,i
take the bull by the horns,i
over the top,i
over the top,l
over the top,i
sweetness and light,u
sweetness and light,i
behind someone's back,u
behind someone's back,i
on the ropes,u
take the cake,i
dig up dirt,u
dig up dirt,l
dig up dirt,u
left and right,i
dead in the water,i
dead in the water,u
dead in the water,u
take no prisoners,u
run out of steam,i
take a hike,i
take a hike,i
take a hike,u
go the extra mile,i
under a cloud,i
under a cloud,i
under a cloud,u
in someone's pocket,i
in someone's pocket,i
in someone's pocket,i
on the shelf,i
on the shelf,i
on the shelf,l
pound the pavement,i
cut and thrust,i
cut and thrust,i
song and dance,i
song and dance,u
song and dance,i
turn the tables,u
turn the tables,i
over the hill,i
over the hill,i
over the hill,i
out of the loop,i
drop the ball,i
the buck stops here,i
the buck stops here,i
the buck stops here,i
on the rocks,u
on the rocks,u
on the rocks,l
break someone's heart,i
break someone's heart,i
break someone's heart,i
steal someone's thunder,i
slap on the wrist,u
slap on the wrist,i
on the make,u
on the make,i
on the make,u
things that go bump in the night,u
push the boat out,i
push the boat out,u
push the boat out,i
smell a rat,u
smell a rat,i
smell a rat,i
shoot the messenger,i
shoot the messenger,i
shoot the messenger,i
wake up and smell the coffee,i
fun and games,i
fun and games,i
fun and games,i
cast the first stone,i
cast the first stone,i
kick the bucket,i
kick the bucket,i
kick the bucket,i
fly a kite,u
fly a kite,i
fly a kite,i
in the clear,i
in the clear,u
have a few,u
have a few,u
have a few,i
to the hilt,i
to the hilt,u
to the hilt,u
open the floodgates,u
open the floodgates,i
open the floodgates,i
throw the book at,i
throw the book at,i
throw the book at,i
when the chips are down,u
when the chips are down,i
between a rock and a hard place,u
between a rock and a hard place,i
put down roots,i
put down roots,u
in your dreams,i
in your dreams,i
short and sweet,u
cut and dried,u
cut and dried,u
cut and dried,i
six of the best,u
six of the best,u
six of the best,i
behind closed doors,u
behind closed doors,i
behind closed doors,i
clear the decks,i
clear the decks,i
clear the decks,i
on the game,i
on the game,i
on the game,i
with open arms,i
with open arms,u
flash in the pan,i
flash in the pan,i
flash in the pan,i
rough around the edges,l
rough around the edges,i
fly off the handle,i
fly off the handle,i
see the light,i
see the light,i
see the light,i
pour cold water on,i
pour cold water on,i
pour cold water on,u
fire in the belly,i
get a grip,u
get a grip,i
get a grip,i
in the loop,i
in the loop,u
in the loop,i
fly in the face of,i
fly in the face of,i
get the boot,u
get the boot,l
on and off,u
on and off,i
on and off,i
cook the books,i
cook the books,i
cook the books,u
on the same page,i
on the same page,u
run a mile,i
run a mile,i
run a mile,u
on thin ice,i
on thin ice,i
close to home,i
close to home,u
close to home,u
in the bag,i
in the bag,i
in the raw,u
in the raw,u
cut the mustard,i
force someone's hand,i
force someone's hand,i
in the final analysis,i
in the final analysis,i
in the final analysis,u
up in the air,u
up in the air,i
fall from grace,i
fall from grace,i
fall from grace,i
full of beans,i
full of beans,i
full of beans,i
press the panic button,i
press the panic button,i
press the panic button,i
have a heart,u
have a heart,u
have a heart,u
on the fly,u
on the fly,i
get stuck in,i
get stuck in,u
get stuck in,i
out of the box,i
out of the box,u
out of the box,i
on the warpath,i
on the warpath,i
on the warpath,i
take a dive,i
take a dive,i
take a dive,i
scratch the surface,u
scratch the surface,i
scratch the surface,i
hammer and tongs,i
hammer and tongs,i
hammer and tongs,i
make a clean break,u
make a clean break,i
make a clean break,i
at sixes and sevens,i
nuts and bolts,i
nuts and bolts,i
nuts and bolts,i
the ball is in someone's court,i
the ball is in someone's court,i
get a life,u
get a life,i
get a life,u
on the nose,i
on the nose,i
on the nose,i
on a shoestring,i
in the driver's seat,u
in the driver's seat,u
wet behind the ears,i
wet behind the ears,i
wet behind the ears,u
up a tree,u
up a tree,i
up a tree,i
pick someone's brain,i
fill someone's shoes,i
save someone's skin,u
save someone's skin,i
walk all over,u
walk all over,i
walk all over,u
hot and heavy,u
hot and heavy,i
hot and heavy,u
strike a chord,i
strike a chord,u
strike a chord,i
batten down the hatches,i
batten down the hatches,i
batten down the hatches,u
cap in hand,u
cap in hand,i
cap in hand,i
kicking and screaming,i
kicking and screaming,i
kicking and screaming,u
sick and tired,u
sick and tired,u
on the cards,i
on the cards,i
face the music,u
face the music,i
come in from the cold,i
come in from the cold,i
come in from the cold,u
head over heels,i
head over heels,u
head over heels,l
reach for the stars,u
for a song,i
for a song,i
for a song,u
down the tubes,u
down the tubes,i
down the tubes,i
no strings attached,i
no strings attached,i
no strings attached,i
spit it out,u
spit it out,i
spit it out,l
don't hold your breath,u
don't hold your breath,i
don't hold your breath,i
stand up and be counted,u
stand up and be counted,i
far and away,i
far and away,i
far and away,l
sink or swim,i
sink or swim,u
sink or swim,u
hit the bottle,u
hit the bottle,u
hit the bottle,u
turn over a new leaf,i
turn over a new leaf,i
put the boot in,i
put the boot in,u
make a splash,i
make a splash,u
draw a line in the sand,i
push someone's buttons,i
push someone's buttons,i
separate the wheat from the chaff,u
separate the wheat from the chaff,i
get to grips with,u
get under someone's skin,i
get under someone's skin,i
get under someone's skin,i
up to speed,i
up to speed,u
go with the flow,i
go with the flow,i
rule the roost,i
rule the roost,u
rule the roost,u
in the fast lane,i
in the fast lane,u
in the fast lane,u
break the back of,i
break the back of,i
break the back of,i
put words in someone's mouth,i
put words in someone's mouth,i
put words in someone's mouth,i
shut the door on,u
shut the door on,u
shut the door on,i
kiss of death,u
kiss of death,i
kiss of death,u
on the skids,i
on the skids,i
on the skids,u
light at the end of the tunnel,i
light at the end of the tunnel,i
light at the end of the tunnel,i
on a roll,i
on a roll,i
rock the boat,u
rock the boat,i
below the belt,i
below the belt,i
below the belt,i
see eye to eye,u
see eye to eye,i
get it up,i
get it up,u
get it up,u
get away with murder,i
get away with murder,i
get away with murder,i
one of those things,i
one of those things,u
joined at the hip,i
joined at the hip,i
have a ball,l
have a ball,i
under the sun,i
under the sun,u
under the sun,i
on the wagon,u
on the wagon,i
on the wagon,i
call a spade a spade,i
call a spade a spade,i
call a spade a spade,i
spill the beans,i
spill the beans,u
on the button,i
on the button,u
on the button,u
black and blue,u
black and blue,i
black and blue,i
put the cart before the horse,u
bells and whistles,u
bells and whistles,u
in cold blood,i
in cold blood,i
carrot and stick,i
carrot and stick,u
down the road,u
down the road,i
down the road,i
heads will roll,i
heads will roll,i
at the end of the day,i
at the end of the day,u
at the end of the day,i
heart and soul,u
heart and soul,i
heart and soul,i
pack a punch,i
pack a punch,i
pack a punch,i
eat someone alive,u
eat someone alive,u
eat someone alive,i
tie the knot,u
tie the knot,u
tie the knot,i
step on it,i
step on it,u
out of the picture,u
out of the picture,i
break the ice,i
break the ice,i
break the ice,i
pop the question,i
pop the question,u
pop the question,i
full speed ahead,i
full speed ahead,i
full speed ahead,i
point the finger,u
point the finger,i
sign on the dotted line,u
sign on the dotted line,i
sign on the dotted line,u
up the ante,i
up the ante,i
up the ante,u
bring home the bacon,u
bring home the bacon,i
bring home the bacon,i
with a view to,l
with a view to,u
with a view to,i
move heaven and earth,i
move heaven and earth,u
move heaven and earth,i
across the board,i
across the board,u
tip the scales,u
tip the scales,i
face to face,i
face to face,i
face to face,u
hold someone's hand,i
hold someone's hand,u
hold someone's hand,i
cut from the same cloth,i
cut from the same cloth,u
cut from the same cloth,i
licence to print money,i
licence to print money,i
licence to print money,i
on the mend,i
on the mend,i
on the mend,u
go all the way,u
go all the way,i
go all the way,i
come with the territory,i
come with the territory,i
the bee's knees,i
the bee's knees,i
the bee's knees,i
on the back of,u
on the back of,u
on the back of,i
get a rise out of,i
get off the ground,u
get off the ground,i
get off the ground,u
under the table,u
under the table,i
under the table,u
do someone proud,i
do someone proud,i
do someone proud,u
down to the wire,i
down to the wire,i
down to the wire,i
go the distance,i
go the distance,i
go the distance,i
fast and furious,i
fast and furious,i
fast and furious,u
watch this space,i
watch this space,u
set the wheels in motion,i
set the wheels in motion,u
set the wheels in motion,i
to the tune of,u
to the tune of,i
to the tune of,u
on the back burner,i
on the back burner,i
on the back burner,u
turn the screw,u
turn the screw,i
turn the screw,i
glass ceiling,i
glass ceiling,u
glass ceiling,i
grass root,u
grass root,i
grass root,i
head hunter,i
head hunter,i
head hunter,i
heavy cross,u
heavy cross,i
heavy cross,i
banana republic,u
banana republic,i
banana republic,i
crocodile tear,i
crocodile tear,i
crocodile tear,u
eager beaver,i
eager beaver,i
cutting edge,i
cutting edge,i
cutting edge,i
melting pot,u
melting pot,i
melting pot,i
hot potato,i
hot potato,i
hot potato,u
monkey business,u
monkey business,i
monkey business,u
big cheese,i
big cheese,i
big cheese,u
nest egg,i
nest egg,i
big picture,i
big picture,u
big picture,i
night owl,i
night owl,i
night owl,i
fashion plate,u
fashion plate,u
fashion plate,i
big wig,u
big wig,u
big wig,i
flower child,u
flower child,u
flower child,i
panda car,l
black box,i
black box,i
black box,u
flea market,u
flea market,i
flea market,u
goose egg,i
blind alley,i
blind alley,u
blind alley,i
low profile,u
low profile,u
low profile,i
blue blood,i
blue blood,i
blue blood,u
grandfather clock,i
grandfather clock,u
grandfather clock,i
guinea pig,u
guinea pig,l
guinea pig,u
graveyard shift,i
graveyard shift,u
gravy train,u
gravy train,u
gravy train,u
rat run,i
rock bottom,i
rock bottom,i
rock bottom,i
pipe dream,i
pipe dream,i
pipe dream,i
rocket science,u
rocket science,u
rocket science,i
poison pill,i
poison pill,i
poison pill,i
shrinking violet,u
shrinking violet,i
shrinking violet,i
silver bullet,i
silver bullet,i
silver bullet,i
damp squib,i
dark horse,i
dark horse,i
dark horse,i
ivory tower,i
ivory tower,i
ivory tower,i
kangaroo court,u
kangaroo court,i
kangaroo court,u
sitting duck,i
double cross,i
double cross,u
double cross,u
smoking gun,i
smoking gun,i
double dutch,i
double dutch,i
double dutch,u
snake oil,i
snake oil,u
snake oil,i
smoke screen,i
smoke screen,u
smoke screen,u
swan song,i
swan song,i
swan song,i
old flame,i
old flame,i
old flame,u
zebra crossing,i
zebra crossing,i
zebra crossing,i
silver lining,u
top dog,i
bad hat,i
bad hat,i
bad hat,i
acid test,u
acid test,i
acid test,u
big fish,i
agony aunt,i
brass ring,u
brass ring,i
brass ring,i
busy bee,i
closed book,u
closed book,l
closed book,i
