idiom,cleaned_text
in black and white,l
doom and gloom,i
doom and gloom,i
doom and gloom,i
keep tabs on,l
keep tabs on,i
keep tabs on,i
get the picture,l
get the picture,i
get the picture,u
look the other way,i
look the other way,i
look the other way,l
burst someone's bubble,i
burst someone's bubble,i
burst someone's bubble,i
fall in line,l
fall in line,l
fall in line,u
water under the bridge,u
water under the bridge,i
water under the bridge,i
keep a lid on,l
keep a lid on,l
keep a lid on,l
down the drain,u
down the drain,u
down the drain,u
make the cut,l
make the cut,i
make the cut,l
free and easy,i
free and easy,l
free and easy,i
with a vengeance,i
cut both ways,l
cut both ways,l
cut both ways,u
sing the praises of,i
sing the praises of,i
sing the praises of,l
hold the line,u
pull the plug,l
pull the plug,u
pull the plug,u
make a move,u
make a move,l
make a move,l
make a meal of,i
make a meal of,i
make a meal of,i
the icing on the cake,i
the icing on the cake,i
the icing on the cake,i
in the red,u
in the red,u
in the red,i
feel the pinch,i
feel the pinch,l
feel the pinch,i
under the microscope,l
under the microscope,u
under the microscope,l
pay the piper,u
pay the piper,i
pay the piper,u
on the trot,l
on the trot,l
on the trot,i
peaches and cream,l
peaches and cream,l
toe the line,l
toe the line,l
grasp the nettle,i
grasp the nettle,l
grasp the nettle,u
high and mighty,i
high and mighty,i
high and mighty,i
in the hole,i
in the hole,u
in the hole,l
take the fall,l
take the fall,l
take the fall,l
in the offing,u
in the offing,i
in the offing,i
ride roughshod over,i
ride roughshod over,i
ride roughshod over,l
crash and burn,u
crash and burn,l
crash and burn,l
dyed in the wool,i
dyed in the wool,i
dyed in the wool,i
fight fire with fire,i
fight fire with fire,i
fight fire with fire,i
all over the place,i
all over the place,i
all over the place,i
grind to a halt,i
grind to a halt,i
grind to a halt,l
in a nutshell,i
in a nutshell,i
rise and shine,i
take a back seat,i
take a bath,i
take a bath,u
take a bath,i
bury the hatchet,l
bury the hatchet,i
in the soup,l
in the soup,l
in the soup,u
grease the wheels,i
grease the wheels,i
grease the wheels,i
apples and oranges,u
apples and oranges,u
follow in someone's footsteps,i
follow in someone's footsteps,i
follow in someone's footsteps,i
under the wire,u
under the wire,l
under the wire,u
out of the blue,i
out of the blue,i
out of the blue,u
over the moon,i
over the moon,i
throw down the gauntlet,i
throw down the gauntlet,u
take the bull by the horns,u
take the bull by the horns,i
take the bull by the horns,u
over the top,l
over the top,l
over the top,u
sweetness and light,u
sweetness and light,i
behind someone's back,u
behind someone's back,u
on the ropes,u
take the cake,i
dig up dirt,l
dig up dirt,l
dig up dirt,l
left and right,l
dead in the water,i
dead in the water,u
dead in the water,u
take no prisoners,l
run out of steam,i
take a hike,u
take a hike,u
take a hike,u
go the extra mile,i
under a cloud,u
under a cloud,u
under a cloud,i
in someone's pocket,i
in someone's pocket,u
in someone's pocket,i
on the shelf,l
on the shelf,u
on the shelf,l
pound the pavement,l
cut and thrust,u
cut and thrust,i
song and dance,i
song and dance,i
song and dance,i
turn the tables,i
turn the tables,u
over the hill,u
over the hill,u
over the hill,u
out of the loop,i
drop the ball,u
the buck stops here,i
the buck stops here,u
the buck stops here,u
on the rocks,l
on the rocks,l
on the rocks,u
break someone's heart,i
break someone's heart,i
break someone's heart,i
steal someone's thunder,u
slap on the wrist,i
slap on the wrist,i
on the make,i
on the make,i
on the make,i
things that go bump in the night,i
push the boat out,l
push the boat out,u
push the boat out,l
smell a rat,i
smell a rat,i
smell a rat,i
shoot the messenger,i
shoot the messenger,i
shoot the messenger,i
wake up and smell the coffee,i
fun and games,l
fun and games,l
fun and games,i
cast the first stone,i
cast the first stone,i
kick the bucket,u
kick the bucket,i
kick the bucket,i
fly a kite,l
fly a kite,u
fly a kite,l
in the clear,l
in the clear,u
have a few,u
have a few,u
have a few,l
to the hilt,l
to the hilt,l
to the hilt,u
open the floodgates,l
open the floodgates,u
open the floodgates,u
throw the book at,i
throw the book at,u
throw the book at,i
when the chips are down,i
when the chips are down,i
between a rock and a hard place,i
between a rock and a hard place,i
put down roots,u
put down roots,i
in your dreams,i
in your dreams,u
short and sweet,i
cut and dried,i
cut and dried,l
cut and dried,u
six of the best,l
six of the best,l
six of the best,l
behind closed doors,l
behind closed doors,u
behind closed doors,l
clear the decks,l
clear the decks,i
clear the decks,u
on the game,l
on the game,i
on the game,u
with open arms,i
with open arms,u
flash in the pan,i
flash in the pan,i
flash in the pan,u
rough around the edges,u
rough around the edges,u
fly off the handle,u
fly off the handle,i
see the light,u
see the light,i
see the light,i
pour cold water on,l
pour cold water on,l
pour cold water on,l
fire in the belly,u
get a grip,l
get a grip,i
get a grip,i
in the loop,u
in the loop,i
in the loop,u
fly in the face of,i
fly in the face of,i
get the boot,l
get the boot,u
on and off,l
on and off,l
on and off,l
cook the books,u
cook the books,i
cook the books,i
on the same page,i
on the same page,i
run a mile,u
run a mile,u
run a mile,i
on thin ice,l
on thin ice,i
close to home,u
close to home,u
close to home,u
in the bag,i
in the bag,i
in the raw,l
in the raw,l
cut the mustard,i
force someone's hand,u
force someone's hand,i
in the final analysis,l
in the final analysis,l
in the final analysis,i
up in the air,i
up in the air,u
fall from grace,u
fall from grace,l
fall from grace,i
full of beans,u
full of beans,i
full of beans,u
press the panic button,l
press the panic button,l
press the panic button,l
have a heart,i
have a heart,u
have a heart,u
on the fly,i
on the fly,i
get stuck in,l
get stuck in,i
get stuck in,u
out of the box,u
out of the box,i
out of the box,i
on the warpath,i
on the warpath,i
on the warpath,i
take a dive,u
take a dive,l
take a dive,u
scratch the surface,u
scratch the surface,u
scratch the surface,u
hammer and tongs,l
hammer and tongs,l
hammer and tongs,i
make a clean break,l
make a clean break,l
make a clean break,i
at sixes and sevens,i
nuts and bolts,u
nuts and bolts,u
nuts and bolts,u
the ball is in someone's court,i
the ball is in someone's court,i
get a life,i
get a life,i
get a life,l
on the nose,i
on the nose,i
on the nose,i
on a shoestring,u
in the driver's seat,i
in the driver's seat,l
wet behind the ears,u
wet behind the ears,u
wet behind the ears,i
up a tree,u
up a tree,u
up a tree,l
pick someone's brain,i
fill someone's shoes,u
save someone's skin,l
save someone's skin,i
walk all over,l
walk all over,i
walk all over,i
hot and heavy,l
hot and heavy,i
hot and heavy,i
strike a chord,i
strike a chord,i
strike a chord,i
batten down the hatches,l
batten down the hatches,l
batten down the hatches,i
cap in hand,l
cap in hand,l
cap in hand,l
kicking and screaming,i
kicking and screaming,i
kicking and screaming,i
sick and tired,i
sick and tired,i
on the cards,i
on the cards,i
face the music,i
face the music,i
come in from the cold,i
come in from the cold,i
come in from the cold,i
head over heels,i
head over heels,i
head over heels,i
reach for the stars,i
for a song,i
for a song,i
for a song,i
down the tubes,u
down the tubes,i
down the tubes,u
no strings attached,i
no strings attached,i
no strings attached,l
spit it out,i
spit it out,l
spit it out,l
don't hold your breath,i
don't hold your breath,i
don't hold your breath,i
stand up and be counted,i
stand up and be counted,l
far and away,i
far and away,u
far and away,i
sink or swim,i
sink or swim,u
sink or swim,l
hit the bottle,u
hit the bottle,u
hit the bottle,u
turn over a new leaf,u
turn over a new leaf,u
put the boot in,l
put the boot in,l
make a splash,i
make a splash,l
draw a line in the sand,u
push someone's buttons,i
push someone's buttons,i
separate the wheat from the chaff,u
separate the wheat from the chaff,u
get to grips with,i
get under someone's skin,l
get under someone's skin,i
get under someone's skin,i
up to speed,l
up to speed,i
go with the flow,i
go with the flow,i
rule the roost,u
rule the roost,i
rule the roost,i
in the fast lane,i
in the fast lane,u
in the fast lane,l
break the back of,i
break the back of,u
break the back of,u
put words in someone's mouth,i
put words in someone's mouth,u
put words in someone's mouth,i
shut the door on,u
shut the door on,l
shut the door on,u
kiss of death,i
kiss of death,i
kiss of death,u
on the skids,l
on the skids,l
on the skids,i
light at the end of the tunnel,l
light at the end of the tunnel,i
light at the end of the tunnel,i
on a roll,i
on a roll,u
rock the boat,i
rock the boat,u
below the belt,u
below the belt,i
below the belt,i
see eye to eye,i
see eye to eye,u
get it up,l
get it up,i
get it up,l
get away with murder,l
get away with murder,i
get away with murder,i
one of those things,i
one of those things,i
joined at the hip,i
joined at the hip,i
have a ball,i
have a ball,i
under the sun,u
under the sun,l
under the sun,l
on the wagon,u
on the wagon,u
on the wagon,i
call a spade a spade,i
call a spade a spade,l
call a spade a spade,u
spill the beans,u
spill the beans,i
on the button,l
on the button,u
on the button,l
black and blue,i
black and blue,l
black and blue,l
put the cart before the horse,i
bells and whistles,i
bells and whistles,i
in cold blood,l
in cold blood,i
carrot and stick,u
carrot and stick,i
down the road,l
down the road,l
down the road,u
heads will roll,l
heads will roll,i
at the end of the day,u
at the end of the day,l
at the end of the day,u
heart and soul,i
heart and soul,i
heart and soul,i
pack a punch,i
pack a punch,i
pack a punch,i
eat someone alive,l
eat someone alive,i
eat someone alive,i
tie the knot,u
tie the knot,l
tie the knot,l
step on it,u
step on it,i
out of the picture,i
out of the picture,i
break the ice,i
break the ice,l
break the ice,i
pop the question,i
pop the question,i
pop the question,i
full speed ahead,u
full speed ahead,l
full speed ahead,l
point the finger,i
point the finger,i
sign on the dotted line,l
sign on the dotted line,l
sign on the dotted line,l
up the ante,i
up the ante,u
up the ante,i
bring home the bacon,i
bring home the bacon,i
bring home the bacon,i
with a view to,l
with a view to,l
with a view to,l
move heaven and earth,i
move heaven and earth,i
move heaven and earth,u
across the board,u
across the board,u
tip the scales,i
tip the scales,u
face to face,l
face to face,l
face to face,u
hold someone's hand,l
hold someone's hand,u
hold someone's hand,i
cut from the same cloth,i
cut from the same cloth,i
cut from the same cloth,i
licence to print money,i
licence to print money,u
licence to print money,i
on the mend,i
on the mend,l
on the mend,u
go all the way,i
go all the way,u
go all the way,i
come with the territory,i
come with the territory,i
the bee's knees,i
the bee's knees,u
the bee's knees,u
on the back of,u
on the back of,u
on the back of,u
get a rise out of,i
get off the ground,l
get off the ground,l
get off the ground,l
under the table,u
under the table,u
under the table,u
do someone proud,i
do someone proud,i
do someone proud,i
down to the wire,i
down to the wire,i
down to the wire,l
go the distance,i
go the distance,i
go the distance,i
fast and furious,l
fast and furious,i
fast and furious,l
watch this space,i
watch this space,i
set the wheels in motion,i
set the wheels in motion,i
set the wheels in motion,i
to the tune of,i
to the tune of,i
to the tune of,i
on the back burner,i
on the back burner,i
on the back burner,u
turn the screw,u
turn the screw,u
turn the screw,u
glass ceiling,u
glass ceiling,u
glass ceiling,u
grass root,l
grass root,l
grass root,l
head hunter,l
head hunter,l
head hunter,l
heavy cross,l
heavy cross,l
heavy cross,l
banana republic,l
banana republic,l
banana republic,i
crocodile tear,i
crocodile tear,i
crocodile tear,i
eager beaver,l
eager beaver,l
cutting edge,l
cutting edge,i
cutting edge,u
melting pot,i
melting pot,l
melting pot,u
hot potato,i
hot potato,i
hot potato,u
monkey business,i
monkey business,i
monkey business,i
big cheese,i
big cheese,u
big cheese,u
nest egg,i
nest egg,l
big picture,u
big picture,u
big picture,i
night owl,u
night owl,u
night owl,u
fashion plate,l
fashion plate,l
fashion plate,i
big wig,l
big wig,l
big wig,u
flower child,i
flower child,u
flower child,i
panda car,l
black box,i
black box,i
black box,u
flea market,l
flea market,u
flea market,i
goose egg,l
blind alley,u
blind alley,i
blind alley,i
low profile,u
low profile,l
low profile,u
blue blood,u
blue blood,u
blue blood,u
grandfather clock,l
grandfather clock,l
grandfather clock,l
guinea pig,u
guinea pig,l
guinea pig,u
graveyard shift,u
graveyard shift,i
gravy train,u
gravy train,i
gravy train,u
rat run,i
rock bottom,l
rock bottom,i
rock bottom,i
pipe dream,l
pipe dream,u
pipe dream,u
rocket science,l
rocket science,l
rocket science,l
poison pill,i
poison pill,u
poison pill,l
shrinking violet,i
shrinking violet,i
shrinking violet,i
silver bullet,u
silver bullet,u
silver bullet,i
damp squib,u
dark horse,u
dark horse,i
dark horse,i
ivory tower,i
ivory tower,i
ivory tower,l
kangaroo court,u
kangaroo court,l
kangaroo court,i
sitting duck,u
double cross,l
double cross,i
double cross,u
smoking gun,u
smoking gun,u
double dutch,u
double dutch,i
double dutch,u
snake oil,i
snake oil,u
snake oil,u
smoke screen,l
smoke screen,u
smoke screen,i
swan song,i
swan song,i
swan song,i
old flame,i
old flame,u
old flame,i
zebra crossing,u
zebra crossing,i
zebra crossing,u
silver lining,u
top dog,i
bad hat,u
bad hat,i
bad hat,i
acid test,u
acid test,u
acid test,u
big fish,u
agony aunt,i
brass ring,i
brass ring,u
brass ring,u
busy bee,u
closed book,u
closed book,i
closed book,l
