idiom,cleaned_text
on the ball,i
on the ball,i
rob Peter to pay Paul,i
rob Peter to pay Paul,u
rob Peter to pay Paul,i
ring a bell,u
ring a bell,u
ring a bell,i
to die for,u
to die for,u
to die for,i
everything but the kitchen sink,i
spend a penny,i
spend a penny,i
spend a penny,i
in black and white,u
in black and white,u
in black and white,i
doom and gloom,i
doom and gloom,i
doom and gloom,u
keep tabs on,u
keep tabs on,i
keep tabs on,i
get the picture,i
get the picture,i
get the picture,i
look the other way,i
look the other way,i
look the other way,i
burst someone's bubble,i
burst someone's bubble,i
burst someone's bubble,i
fall in line,i
fall in line,i
fall in line,i
water under the bridge,u
water under the bridge,i
water under the bridge,i
keep a lid on,i
keep a lid on,i
keep a lid on,u
down the drain,i
down the drain,i
down the drain,u
make the cut,i
make the cut,i
make the cut,u
free and easy,i
free and easy,i
free and easy,i
with a vengeance,i
cut both ways,i
cut both ways,i
cut both ways,i
sing the praises of,i
sing the praises of,i
sing the praises of,u
hold the line,i
pull the plug,i
pull the plug,i
pull the plug,i
make a move,i
make a move,i
make a move,i
make a meal of,i
make a meal of,u
make a meal of,i
the icing on the cake,i
the icing on the cake,i
the icing on the cake,i
in the red,i
in the red,i
in the red,l
feel the pinch,u
feel the pinch,i
feel the pinch,i
under the microscope,i
under the microscope,i
under the microscope,i
pay the piper,i
pay the piper,i
pay the piper,i
on the trot,u
on the trot,i
on the trot,i
peaches and cream,i
peaches and cream,u
toe the line,i
toe the line,i
grasp the nettle,i
grasp the nettle,i
grasp the nettle,i
high and mighty,i
high and mighty,i
high and mighty,i
in the hole,i
in the hole,i
in the hole,u
take the fall,u
take the fall,i
take the fall,i
in the offing,i
in the offing,i
in the offing,i
ride roughshod over,u
ride roughshod over,i
ride roughshod over,i
crash and burn,i
crash and burn,u
crash and burn,i
dyed in the wool,i
dyed in the wool,i
dyed in the wool,i
fight fire with fire,i
fight fire with fire,u
fight fire with fire,i
all over the place,u
all over the place,i
all over the place,i
grind to a halt,i
grind to a halt,i
grind to a halt,i
in a nutshell,i
in a nutshell,u
rise and shine,i
take a back seat,i
take a bath,i
take a bath,i
take a bath,i
bury the hatchet,u
bury the hatchet,i
in the soup,i
in the soup,i
in the soup,i
grease the wheels,i
grease the wheels,i
grease the wheels,i
apples and oranges,i
apples and oranges,i
follow in someone's footsteps,u
follow in someone's footsteps,i
follow in someone's footsteps,i
under the wire,i
under the wire,i
under the wire,i
out of the blue,u
out of the blue,u
out of the blue,i
over the moon,u
over the moon,u
throw down the gauntlet,i
throw down the gauntlet,i
take the bull by the horns,u
take the bull by the horns,i
take the bull by the horns,i
over the top,i
over the top,i
over the top,i
sweetness and light,i
sweetness and light,i
behind someone's back,i
behind someone's back,u
on the ropes,i
take the cake,i
dig up dirt,i
dig up dirt,i
dig up dirt,i
left and right,i
dead in the water,i
dead in the water,i
dead in the water,i
take no prisoners,i
run out of steam,i
take a hike,u
take a hike,i
take a hike,i
go the extra mile,i
under a cloud,i
under a cloud,i
under a cloud,i
in someone's pocket,i
in someone's pocket,i
in someone's pocket,u
on the shelf,u
on the shelf,u
on the shelf,i
pound the pavement,i
cut and thrust,i
cut and thrust,i
song and dance,i
song and dance,i
song and dance,i
turn the tables,i
turn the tables,i
over the hill,i
over the hill,u
over the hill,u
out of the loop,i
drop the ball,i
the buck stops here,i
the buck stops here,i
the buck stops here,u
on the rocks,i
on the rocks,i
on the rocks,u
break someone's heart,i
break someone's heart,i
break someone's heart,i
steal someone's thunder,i
slap on the wrist,i
slap on the wrist,u
on the make,i
on the make,u
on the make,i
things that go bump in the night,u
push the boat out,i
push the boat out,i
push the boat out,i
smell a rat,u
smell a rat,u
smell a rat,u
shoot the messenger,i
shoot the messenger,i
shoot the messenger,i
wake up and smell the coffee,i
fun and games,i
fun and games,i
fun and games,i
cast the first stone,i
cast the first stone,i
kick the bucket,i
kick the bucket,u
kick the bucket,u
fly a kite,i
fly a kite,i
fly a kite,u
in the clear,i
in the clear,u
have a few,u
have a few,u
have a few,i
to the hilt,i
to the hilt,i
to the hilt,i
open the floodgates,i
open the floodgates,i
open the floodgates,i
throw the book at,u
throw the book at,u
throw the book at,i
when the chips are down,i
when the chips are down,i
between a rock and a hard place,i
between a rock and a hard place,u
put down roots,i
put down roots,i
in your dreams,u
in your dreams,u
short and sweet,i
cut and dried,i
cut and dried,i
cut and dried,i
six of the best,i
six of the best,i
six of the best,u
behind closed doors,i
behind closed doors,i
behind closed doors,i
clear the decks,i
clear the decks,i
clear the decks,i
on the game,i
on the game,i
on the game,u
with open arms,i
with open arms,i
flash in the pan,i
flash in the pan,i
flash in the pan,i
rough around the edges,i
rough around the edges,i
fly off the handle,i
fly off the handle,i
see the light,i
see the light,i
see the light,u
pour cold water on,i
pour cold water on,i
pour cold water on,i
fire in the belly,i
get a grip,i
get a grip,i
get a grip,i
in the loop,i
in the loop,i
in the loop,l
fly in the face of,i
fly in the face of,i
get the boot,u
get the boot,i
on and off,i
on and off,i
on and off,i
cook the books,i
cook the books,i
cook the books,i
on the same page,u
on the same page,i
run a mile,i
run a mile,u
run a mile,u
on thin ice,i
on thin ice,i
close to home,u
close to home,u
close to home,i
in the bag,u
in the bag,i
in the raw,i
in the raw,i
cut the mustard,i
force someone's hand,i
force someone's hand,i
in the final analysis,i
in the final analysis,u
in the final analysis,i
up in the air,i
up in the air,i
fall from grace,i
fall from grace,i
fall from grace,i
full of beans,i
full of beans,i
full of beans,i
press the panic button,i
press the panic button,u
press the panic button,i
have a heart,i
have a heart,i
have a heart,i
on the fly,i
on the fly,i
get stuck in,i
get stuck in,i
get stuck in,u
out of the box,i
out of the box,i
out of the box,i
on the warpath,i
on the warpath,i
on the warpath,i
take a dive,i
take a dive,i
take a dive,i
scratch the surface,i
scratch the surface,i
scratch the surface,i
hammer and tongs,i
hammer and tongs,i
hammer and tongs,i
make a clean break,i
make a clean break,i
make a clean break,i
at sixes and sevens,i
nuts and bolts,i
nuts and bolts,i
nuts and bolts,l
the ball is in someone's court,u
the ball is in someone's court,u
get a life,u
get a life,u
get a life,i
on the nose,u
on the nose,u
on the nose,u
on a shoestring,i
in the driver's seat,i
in the driver's seat,i
wet behind the ears,u
wet behind the ears,i
wet behind the ears,i
up a tree,i
up a tree,u
up a tree,i
pick someone's brain,i
fill someone's shoes,i
save someone's skin,i
save someone's skin,i
walk all over,u
walk all over,i
walk all over,i
hot and heavy,i
hot and heavy,i
hot and heavy,i
strike a chord,i
strike a chord,i
strike a chord,i
batten down the hatches,u
batten down the hatches,i
batten down the hatches,u
cap in hand,i
cap in hand,i
cap in hand,i
kicking and screaming,u
kicking and screaming,i
kicking and screaming,i
sick and tired,i
sick and tired,i
on the cards,i
on the cards,u
face the music,i
face the music,i
come in from the cold,i
come in from the cold,i
come in from the cold,i
head over heels,u
head over heels,i
head over heels,u
reach for the stars,i
for a song,i
for a song,i
for a song,i
down the tubes,i
down the tubes,i
down the tubes,i
no strings attached,i
no strings attached,u
no strings attached,u
spit it out,i
spit it out,i
spit it out,i
don't hold your breath,u
don't hold your breath,i
don't hold your breath,u
stand up and be counted,i
stand up and be counted,i
far and away,i
far and away,i
far and away,i
sink or swim,i
sink or swim,i
sink or swim,u
hit the bottle,i
hit the bottle,i
hit the bottle,u
turn over a new leaf,u
turn over a new leaf,i
put the boot in,i
put the boot in,i
make a splash,i
make a splash,i
draw a line in the sand,i
push someone's buttons,i
push someone's buttons,i
separate the wheat from the chaff,i
separate the wheat from the chaff,i
get to grips with,i
get under someone's skin,i
get under someone's skin,u
get under someone's skin,i
up to speed,i
up to speed,i
go with the flow,i
go with the flow,u
rule the roost,i
rule the roost,u
rule the roost,i
in the fast lane,u
in the fast lane,i
in the fast lane,i
break the back of,i
break the back of,i
break the back of,u
put words in someone's mouth,i
put words in someone's mouth,i
put words in someone's mouth,i
shut the door on,u
shut the door on,i
shut the door on,u
kiss of death,u
kiss of death,i
kiss of death,i
on the skids,i
on the skids,i
on the skids,i
light at the end of the tunnel,u
light at the end of the tunnel,u
light at the end of the tunnel,u
on a roll,i
on a roll,i
rock the boat,i
rock the boat,i
below the belt,i
below the belt,u
below the belt,i
see eye to eye,i
see eye to eye,i
get it up,i
get it up,i
get it up,i
get away with murder,i
get away with murder,u
get away with murder,i
one of those things,u
one of those things,u
joined at the hip,u
joined at the hip,i
have a ball,i
have a ball,l
under the sun,u
under the sun,i
under the sun,i
on the wagon,u
on the wagon,u
on the wagon,i
call a spade a spade,i
call a spade a spade,i
call a spade a spade,i
spill the beans,i
spill the beans,i
on the button,i
on the button,u
on the button,i
black and blue,i
black and blue,i
black and blue,i
put the cart before the horse,i
bells and whistles,i
bells and whistles,i
in cold blood,u
in cold blood,i
carrot and stick,i
carrot and stick,i
down the road,i
down the road,u
down the road,u
heads will roll,i
heads will roll,u
at the end of the day,u
at the end of the day,i
at the end of the day,u
heart and soul,i
heart and soul,u
heart and soul,i
pack a punch,i
pack a punch,i
pack a punch,i
eat someone alive,u
eat someone alive,u
eat someone alive,i
tie the knot,u
tie the knot,i
tie the knot,i
step on it,i
step on it,u
out of the picture,i
out of the picture,i
break the ice,i
break the ice,i
break the ice,i
pop the question,u
pop the question,u
pop the question,i
full speed ahead,u
full speed ahead,i
full speed ahead,i
point the finger,i
point the finger,u
sign on the dotted line,i
sign on the dotted line,i
sign on the dotted line,i
up the ante,i
up the ante,u
up the ante,i
bring home the bacon,i
bring home the bacon,i
bring home the bacon,i
with a view to,i
with a view to,i
with a view to,u
move heaven and earth,i
move heaven and earth,i
move heaven and earth,i
across the board,i
across the board,i
tip the scales,i
tip the scales,i
face to face,i
face to face,i
face to face,i
hold someone's hand,i
hold someone's hand,i
hold someone's hand,u
cut from the same cloth,i
cut from the same cloth,i
cut from the same cloth,i
licence to print money,i
licence to print money,i
licence to print money,i
on the mend,i
on the mend,i
on the mend,u
go all the way,i
go all the way,i
go all the way,i
come with the territory,i
come with the territory,u
the bee's knees,i
the bee's knees,i
the bee's knees,i
on the back of,i
on the back of,u
on the back of,i
get a rise out of,i
get off the ground,i
get off the ground,u
get off the ground,i
under the table,i
under the table,u
under the table,u
do someone proud,i
do someone proud,i
do someone proud,u
down to the wire,i
down to the wire,u
down to the wire,i
go the distance,i
go the distance,u
go the distance,i
fast and furious,u
fast and furious,i
fast and furious,i
watch this space,i
watch this space,i
set the wheels in motion,i
set the wheels in motion,i
set the wheels in motion,u
to the tune of,i
to the tune of,u
to the tune of,i
on the back burner,i
on the back burner,i
on the back burner,i
turn the screw,i
turn the screw,i
turn the screw,i
glass ceiling,i
glass ceiling,i
glass ceiling,i
grass root,i
grass root,i
grass root,i
head hunter,i
head hunter,i
head hunter,i
heavy cross,i
heavy cross,i
heavy cross,i
banana republic,i
banana republic,i
banana republic,i
crocodile tear,i
crocodile tear,i
crocodile tear,i
eager beaver,i
eager beaver,i
cutting edge,i
cutting edge,i
cutting edge,i
melting pot,i
melting pot,i
melting pot,i
hot potato,i
hot potato,u
hot potato,i
monkey business,i
monkey business,i
monkey business,u
big cheese,i
big cheese,u
big cheese,i
nest egg,i
nest egg,i
big picture,i
big picture,i
big picture,i
night owl,i
night owl,i
night owl,u
fashion plate,i
fashion plate,i
fashion plate,i
big wig,i
big wig,i
big wig,i
flower child,i
flower child,i
flower child,i
panda car,l
black box,i
black box,i
black box,i
flea market,i
flea market,i
flea market,l
goose egg,i
blind alley,u
blind alley,i
blind alley,i
low profile,i
low profile,i
low profile,i
blue blood,i
blue blood,i
blue blood,i
grandfather clock,i
grandfather clock,i
grandfather clock,u
guinea pig,i
guinea pig,i
guinea pig,i
graveyard shift,i
graveyard shift,i
gravy train,i
gravy train,i
gravy train,i
rat run,u
rock bottom,i
rock bottom,i
rock bottom,i
pipe dream,i
pipe dream,i
pipe dream,i
rocket science,u
rocket science,l
rocket science,i
poison pill,i
poison pill,i
poison pill,i
shrinking violet,i
shrinking violet,i
shrinking violet,i
silver bullet,i
silver bullet,i
silver bullet,u
damp squib,i
dark horse,i
dark horse,u
dark horse,u
ivory tower,i
ivory tower,i
ivory tower,i
kangaroo court,i
kangaroo court,i
kangaroo court,i
sitting duck,u
double cross,i
double cross,i
double cross,i
smoking gun,i
smoking gun,i
double dutch,i
double dutch,i
double dutch,i
snake oil,i
snake oil,u
snake oil,i
smoke screen,i
smoke screen,i
smoke screen,i
swan song,i
swan song,i
swan song,i
old flame,u
old flame,i
old flame,i
zebra crossing,l
zebra crossing,i
zebra crossing,i
silver lining,i
top dog,i
bad hat,i
bad hat,i
bad hat,i
acid test,i
acid test,i
acid test,i
big fish,i
agony aunt,i
brass ring,i
brass ring,i
brass ring,i
busy bee,i
closed book,i
closed book,i
closed book,i
