idiom,cleaned_text
hair of the dog,l
have someone's number,i
neither here nor there,i
neither here nor there,i
neither here nor there,i
out of the woods,l
out of the woods,i
out of the woods,i
sit on the fence,i
sit on the fence,l
sit on the fence,l
keep the peace,i
keep the peace,i
six feet under,l
six feet under,i
six feet under,l
dead and buried,l
dead and buried,i
dead and buried,i
down in the dumps,i
down in the dumps,i
down in the dumps,i
know the score,i
know the score,i
know the score,l
oil and water,l
oil and water,i
oil and water,l
add fuel to the fire,l
add fuel to the fire,l
add fuel to the fire,l
power behind the throne,i
power behind the throne,i
power behind the throne,i
blood and guts,i
blood and guts,i
blood and guts,i
strike while the iron is hot,i
strike while the iron is hot,i
on the hop,i
on the hop,i
on the hop,l
all over the map,i
all over the map,l
all over the map,i
let the cat out of the bag,i
let the cat out of the bag,
let the cat out of the bag,l
blaze a trail,i
blaze a trail,
blaze a trail,i
on the bounce,l
on the bounce,l
on the bounce,l
at a canter,i
at a canter,i
at a canter,i
out to lunch,i
out to lunch,i
out to lunch,i
twist someone's arm,l
twist someone's arm,i
twist someone's arm,l
swings and roundabouts,i
swings and roundabouts,i
swings and roundabouts,l
on the ball,l
on the ball,l
rob Peter to pay Paul,l
rob Peter to pay Paul,i
rob Peter to pay Paul,i
ring a bell,l
ring a bell,l
ring a bell,l
to die for,l
to die for,i
to die for,i
everything but the kitchen sink,i
spend a penny,i
spend a penny,i
spend a penny,i
in black and white,i
in black and white,i
in black and white,i
doom and gloom,i
doom and gloom,i
doom and gloom,i
keep tabs on,i
keep tabs on,i
keep tabs on,i
get the picture,i
get the picture,l
get the picture,i
look the other way,l
look the other way,i
look the other way,i
burst someone's bubble,i
burst someone's bubble,i
burst someone's bubble,l
fall in line,i
fall in line,l
fall in line,l
water under the bridge,i
water under the bridge,i
water under the bridge,i
keep a lid on,l
keep a lid on,l
keep a lid on,l
down the drain,i
down the drain,i
down the drain,l
make the cut,i
make the cut,i
make the cut,i
free and easy,i
free and easy,l
free and easy,i
with a vengeance,i
cut both ways,i
cut both ways,l
cut both ways,l
sing the praises of,i
sing the praises of,i
sing the praises of,i
hold the line,l
pull the plug,l
pull the plug,l
pull the plug,l
make a move,l
make a move,l
make a move,i
make a meal of,i
make a meal of,i
make a meal of,i
the icing on the cake,u
the icing on the cake,i
the icing on the cake,i
in the red,i
in the red,i
in the red,i
feel the pinch,i
feel the pinch,i
feel the pinch,l
under the microscope,i
under the microscope,i
under the microscope,i
pay the piper,i
pay the piper,i
pay the piper,i
on the trot,l
on the trot,l
on the trot,i
peaches and cream,i
peaches and cream,i
toe the line,l
toe the line,l
grasp the nettle,l
grasp the nettle,i
grasp the nettle,i
high and mighty,i
high and mighty,i
high and mighty,i
in the hole,i
in the hole,i
in the hole,i
take the fall,l
take the fall,i
take the fall,l
in the offing,i
in the offing,i
in the offing,i
ride roughshod over,l
ride roughshod over,i
ride roughshod over,i
crash and burn,l
crash and burn,l
crash and burn,l
dyed in the wool,i
dyed in the wool,i
dyed in the wool,i
fight fire with fire,l
fight fire with fire,i
fight fire with fire,i
all over the place,i
all over the place,l
all over the place,i
grind to a halt,i
grind to a halt,
grind to a halt,l
in a nutshell,i
in a nutshell,l
rise and shine,i
take a back seat,i
take a bath,i
take a bath,i
take a bath,i
bury the hatchet,i
bury the hatchet,i
in the soup,l
in the soup,l
in the soup,i
grease the wheels,i
grease the wheels,l
grease the wheels,i
apples and oranges,i
apples and oranges,i
follow in someone's footsteps,i
follow in someone's footsteps,l
follow in someone's footsteps,l
under the wire,l
under the wire,l
under the wire,l
out of the blue,l
out of the blue,i
out of the blue,l
over the moon,i
over the moon,l
throw down the gauntlet,l
throw down the gauntlet,i
take the bull by the horns,l
take the bull by the horns,i
take the bull by the horns,i
over the top,l
over the top,l
over the top,l
sweetness and light,i
sweetness and light,i
behind someone's back,i
behind someone's back,i
on the ropes,l
take the cake,i
dig up dirt,i
dig up dirt,i
dig up dirt,i
left and right,i
dead in the water,
dead in the water,l
dead in the water,i
take no prisoners,i
run out of steam,l
take a hike,i
take a hike,i
take a hike,i
go the extra mile,i
under a cloud,l
under a cloud,i
under a cloud,l
in someone's pocket,i
in someone's pocket,i
in someone's pocket,i
on the shelf,i
on the shelf,l
on the shelf,i
pound the pavement,l
cut and thrust,
cut and thrust,l
song and dance,i
song and dance,i
song and dance,i
turn the tables,l
turn the tables,l
over the hill,i
over the hill,l
over the hill,l
out of the loop,l
drop the ball,i
the buck stops here,l
the buck stops here,l
the buck stops here,i
on the rocks,i
on the rocks,l
on the rocks,i
break someone's heart,i
break someone's heart,
break someone's heart,l
steal someone's thunder,i
slap on the wrist,i
slap on the wrist,l
on the make,l
on the make,i
on the make,l
things that go bump in the night,i
push the boat out,i
push the boat out,i
push the boat out,i
smell a rat,i
smell a rat,i
smell a rat,i
shoot the messenger,l
shoot the messenger,i
shoot the messenger,i
wake up and smell the coffee,i
fun and games,i
fun and games,i
fun and games,i
cast the first stone,l
cast the first stone,i
kick the bucket,l
kick the bucket,l
kick the bucket,i
fly a kite,i
fly a kite,i
fly a kite,i
in the clear,i
in the clear,i
have a few,i
have a few,i
have a few,i
to the hilt,l
to the hilt,l
to the hilt,l
open the floodgates,l
open the floodgates,l
open the floodgates,l
throw the book at,i
throw the book at,i
throw the book at,i
when the chips are down,i
when the chips are down,i
between a rock and a hard place,l
between a rock and a hard place,i
put down roots,i
put down roots,i
in your dreams,i
in your dreams,i
short and sweet,i
cut and dried,l
cut and dried,i
cut and dried,l
six of the best,i
six of the best,i
six of the best,i
behind closed doors,i
behind closed doors,i
behind closed doors,i
clear the decks,i
clear the decks,l
clear the decks,i
on the game,i
on the game,i
on the game,i
with open arms,i
with open arms,i
flash in the pan,i
flash in the pan,i
flash in the pan,l
rough around the edges,l
rough around the edges,l
fly off the handle,l
fly off the handle,i
see the light,i
see the light,i
see the light,i
pour cold water on,l
pour cold water on,i
pour cold water on,l
fire in the belly,l
get a grip,l
get a grip,l
get a grip,l
in the loop,
in the loop,i
in the loop,l
fly in the face of,i
fly in the face of,l
get the boot,i
get the boot,l
on and off,l
on and off,l
on and off,l
cook the books,l
cook the books,i
cook the books,i
on the same page,l
on the same page,l
run a mile,i
run a mile,l
run a mile,i
on thin ice,i
on thin ice,
close to home,i
close to home,i
close to home,i
in the bag,i
in the bag,i
in the raw,i
in the raw,i
cut the mustard,i
force someone's hand,l
force someone's hand,i
in the final analysis,i
in the final analysis,i
in the final analysis,i
up in the air,i
up in the air,l
fall from grace,l
fall from grace,i
fall from grace,l
full of beans,i
full of beans,l
full of beans,i
press the panic button,i
press the panic button,i
press the panic button,i
have a heart,i
have a heart,i
have a heart,i
on the fly,i
on the fly,i
get stuck in,l
get stuck in,i
get stuck in,l
out of the box,l
out of the box,l
out of the box,l
on the warpath,i
on the warpath,
on the warpath,i
take a dive,i
take a dive,i
take a dive,l
scratch the surface,i
scratch the surface,i
scratch the surface,i
hammer and tongs,i
hammer and tongs,i
hammer and tongs,l
make a clean break,l
make a clean break,l
make a clean break,i
at sixes and sevens,i
nuts and bolts,l
nuts and bolts,l
nuts and bolts,l
the ball is in someone's court,i
the ball is in someone's court,l
get a life,i
get a life,i
get a life,i
on the nose,l
on the nose,l
on the nose,l
on a shoestring,i
in the driver's seat,i
in the driver's seat,l
wet behind the ears,i
wet behind the ears,i
wet behind the ears,i
up a tree,i
up a tree,l
up a tree,i
pick someone's brain,i
fill someone's shoes,i
save someone's skin,i
save someone's skin,i
walk all over,i
walk all over,i
walk all over,i
hot and heavy,i
hot and heavy,i
hot and heavy,i
strike a chord,i
strike a chord,i
strike a chord,i
batten down the hatches,l
batten down the hatches,l
batten down the hatches,l
cap in hand,i
cap in hand,i
cap in hand,i
kicking and screaming,i
kicking and screaming,i
kicking and screaming,i
sick and tired,i
sick and tired,i
on the cards,i
on the cards,l
face the music,i
face the music,i
come in from the cold,i
come in from the cold,i
come in from the cold,i
head over heels,i
head over heels,i
head over heels,l
reach for the stars,i
for a song,i
for a song,
for a song,i
down the tubes,l
down the tubes,i
down the tubes,l
no strings attached,l
no strings attached,i
no strings attached,i
spit it out,l
spit it out,l
spit it out,i
don't hold your breath,l
don't hold your breath,i
don't hold your breath,i
stand up and be counted,l
stand up and be counted,l
far and away,i
far and away,i
far and away,i
sink or swim,i
sink or swim,i
sink or swim,i
hit the bottle,l
hit the bottle,l
hit the bottle,l
turn over a new leaf,i
turn over a new leaf,i
put the boot in,i
put the boot in,i
make a splash,i
make a splash,i
draw a line in the sand,i
push someone's buttons,i
push someone's buttons,i
separate the wheat from the chaff,i
separate the wheat from the chaff,i
get to grips with,i
get under someone's skin,i
get under someone's skin,l
get under someone's skin,i
up to speed,l
up to speed,i
go with the flow,i
go with the flow,i
rule the roost,i
rule the roost,i
rule the roost,i
in the fast lane,
in the fast lane,l
in the fast lane,l
break the back of,i
break the back of,l
break the back of,i
put words in someone's mouth,l
put words in someone's mouth,i
put words in someone's mouth,i
shut the door on,i
shut the door on,i
shut the door on,i
kiss of death,i
kiss of death,i
kiss of death,i
on the skids,l
on the skids,l
on the skids,l
light at the end of the tunnel,
light at the end of the tunnel,i
light at the end of the tunnel,i
on a roll,i
on a roll,l
rock the boat,i
rock the boat,i
below the belt,l
below the belt,l
below the belt,
see eye to eye,i
see eye to eye,i
get it up,i
get it up,i
get it up,l
get away with murder,l
get away with murder,i
get away with murder,i
one of those things,i
one of those things,i
joined at the hip,l
joined at the hip,l
have a ball,i
have a ball,i
under the sun,i
under the sun,l
under the sun,l
on the wagon,l
on the wagon,l
on the wagon,l
call a spade a spade,l
call a spade a spade,i
call a spade a spade,i
spill the beans,i
spill the beans,u
on the button,l
on the button,l
on the button,l
black and blue,i
black and blue,i
black and blue,i
put the cart before the horse,i
bells and whistles,i
bells and whistles,i
in cold blood,
in cold blood,i
carrot and stick,l
carrot and stick,i
down the road,i
down the road,l
down the road,l
heads will roll,l
heads will roll,i
at the end of the day,i
at the end of the day,i
at the end of the day,i
heart and soul,
heart and soul,i
heart and soul,
pack a punch,l
pack a punch,i
pack a punch,i
eat someone alive,i
eat someone alive,i
eat someone alive,i
tie the knot,l
tie the knot,l
tie the knot,l
step on it,i
step on it,i
out of the picture,i
out of the picture,i
break the ice,l
break the ice,l
break the ice,l
pop the question,i
pop the question,i
pop the question,i
full speed ahead,l
full speed ahead,l
full speed ahead,i
point the finger,i
point the finger,i
sign on the dotted line,i
sign on the dotted line,i
sign on the dotted line,i
up the ante,i
up the ante,i
up the ante,i
bring home the bacon,i
bring home the bacon,l
bring home the bacon,i
with a view to,i
with a view to,l
with a view to,i
move heaven and earth,i
move heaven and earth,l
move heaven and earth,i
across the board,l
across the board,l
tip the scales,l
tip the scales,l
face to face,l
face to face,i
face to face,l
hold someone's hand,i
hold someone's hand,i
hold someone's hand,i
cut from the same cloth,i
cut from the same cloth,i
cut from the same cloth,i
licence to print money,i
licence to print money,i
licence to print money,l
on the mend,i
on the mend,i
on the mend,i
go all the way,i
go all the way,i
go all the way,i
come with the territory,
come with the territory,i
the bee's knees,i
the bee's knees,i
the bee's knees,
on the back of,l
on the back of,i
on the back of,i
get a rise out of,l
get off the ground,l
get off the ground,i
get off the ground,i
under the table,i
under the table,i
under the table,l
do someone proud,i
do someone proud,i
do someone proud,i
down to the wire,l
down to the wire,l
down to the wire,l
go the distance,i
go the distance,i
go the distance,i
fast and furious,i
fast and furious,i
fast and furious,i
watch this space,l
watch this space,l
set the wheels in motion,l
set the wheels in motion,i
set the wheels in motion,l
to the tune of,i
to the tune of,i
to the tune of,i
on the back burner,i
on the back burner,i
on the back burner,l
turn the screw,l
turn the screw,l
turn the screw,l
glass ceiling,l
glass ceiling,l
glass ceiling,
grass root,l
grass root,i
grass root,l
head hunter,i
head hunter,l
head hunter,i
heavy cross,i
heavy cross,i
heavy cross,i
banana republic,l
banana republic,
banana republic,i
crocodile tear,i
crocodile tear,i
crocodile tear,l
eager beaver,i
eager beaver,l
cutting edge,l
cutting edge,i
cutting edge,l
melting pot,l
melting pot,l
melting pot,l
hot potato,i
hot potato,l
hot potato,l
monkey business,i
monkey business,i
monkey business,i
big cheese,i
big cheese,i
big cheese,l
nest egg,i
nest egg,i
big picture,i
big picture,l
big picture,i
night owl,l
night owl,i
night owl,i
fashion plate,i
fashion plate,i
fashion plate,i
big wig,i
big wig,i
big wig,l
flower child,i
flower child,i
flower child,i
panda car,i
black box,i
black box,i
black box,l
flea market,i
flea market,i
flea market,i
goose egg,l
blind alley,i
blind alley,i
blind alley,i
low profile,
low profile,
low profile,l
blue blood,l
blue blood,i
blue blood,l
grandfather clock,i
grandfather clock,i
grandfather clock,i
guinea pig,l
guinea pig,i
guinea pig,i
graveyard shift,i
graveyard shift,i
gravy train,l
gravy train,i
gravy train,i
rat run,i
rock bottom,l
rock bottom,l
rock bottom,
pipe dream,i
pipe dream,i
pipe dream,i
rocket science,
rocket science,i
rocket science,i
poison pill,l
poison pill,l
poison pill,l
shrinking violet,i
shrinking violet,i
shrinking violet,i
silver bullet,l
silver bullet,i
silver bullet,i
damp squib,l
dark horse,i
dark horse,i
dark horse,l
ivory tower,i
ivory tower,i
ivory tower,l
kangaroo court,i
kangaroo court,i
kangaroo court,i
sitting duck,l
double cross,i
double cross,i
double cross,i
smoking gun,i
smoking gun,i
double dutch,i
double dutch,i
double dutch,i
snake oil,i
snake oil,i
snake oil,i
smoke screen,i
smoke screen,l
smoke screen,i
swan song,i
swan song,i
swan song,i
old flame,i
old flame,i
old flame,i
zebra crossing,i
zebra crossing,i
zebra crossing,i
silver lining,i
top dog,i
bad hat,i
bad hat,i
bad hat,i
acid test,l
acid test,i
acid test,i
big fish,l
agony aunt,i
brass ring,i
brass ring,i
brass ring,l
busy bee,i
closed book,i
closed book,l
closed book,i
