idiom,cleaned_text
to die for,i
to die for,i
everything but the kitchen sink,i
spend a penny,i
spend a penny,i
spend a penny,i
in black and white,i
in black and white,i
in black and white,i
doom and gloom,i
doom and gloom,i
doom and gloom,i
keep tabs on,L
keep tabs on,i
keep tabs on,i
get the picture,i
get the picture,l
get the picture,l
look the other way,l
look the other way,i
look the other way,i
burst someone's bubble,i
burst someone's bubble,i
burst someone's bubble,i
fall in line,l
fall in line,i
fall in line,l
water under the bridge,i
water under the bridge,i
water under the bridge,i
keep a lid on,i
keep a lid on,l
keep a lid on,l
down the drain,i
down the drain,l
down the drain,l
make the cut,i
make the cut,l
make the cut,l
free and easy,i
free and easy,i
free and easy,i
with a vengeance,i
cut both ways,i
cut both ways,l
cut both ways,i
sing the praises of,i
sing the praises of,i
sing the praises of,i
hold the line,l
pull the plug,i
pull the plug,l
pull the plug,i
make a move,l
make a move,i
make a move,i
make a meal of,i
make a meal of,i
make a meal of,i
the icing on the cake,i
the icing on the cake,i
the icing on the cake,i
in the red,i
in the red,i
in the red,i
feel the pinch,i
feel the pinch,i
feel the pinch,l
under the microscope,l
under the microscope,i
under the microscope,i
pay the piper,i
pay the piper,i
pay the piper,i
on the trot,i
on the trot,i
on the trot,i
peaches and cream,l
peaches and cream,i
toe the line,i
toe the line,i
grasp the nettle,i
grasp the nettle,i
grasp the nettle,i
high and mighty,i
high and mighty,i
high and mighty,i
in the hole,i
in the hole,l
in the hole,i
take the fall,l
take the fall,l
take the fall,i
in the offing,l
in the offing,i
in the offing,i
ride roughshod over,i
ride roughshod over,i
ride roughshod over,i
crash and burn,i
crash and burn,l
crash and burn,i
dyed in the wool,i
dyed in the wool,i
dyed in the wool,i
fight fire with fire,l
fight fire with fire,i
fight fire with fire,i
all over the place,l
all over the place,i
all over the place,i
grind to a halt,l
grind to a halt,i
grind to a halt,i
in a nutshell,i
in a nutshell,i
rise and shine,i
take a back seat,l
take a bath,i
take a bath,i
take a bath,i
bury the hatchet,i
bury the hatchet,i
in the soup,i
in the soup,i
in the soup,l
grease the wheels,i
grease the wheels,i
grease the wheels,l
apples and oranges,l
apples and oranges,i
follow in someone's footsteps,i
follow in someone's footsteps,l
follow in someone's footsteps,i
under the wire,l
under the wire,l
under the wire,l
out of the blue,i
out of the blue,i
out of the blue,i
over the moon,i
over the moon,i
throw down the gauntlet,i
throw down the gauntlet,i
take the bull by the horns,i
take the bull by the horns,i
take the bull by the horns,i
over the top,l
over the top,l
over the top,i
sweetness and light,i
sweetness and light,i
behind someone's back,i
behind someone's back,i
on the ropes,i
take the cake,i
dig up dirt,i
dig up dirt,i
dig up dirt,i
left and right,i
dead in the water,i
dead in the water,i
dead in the water,i
take no prisoners,i
run out of steam,i
take a hike,i
take a hike,i
take a hike,l
go the extra mile,i
under a cloud,i
under a cloud,i
under a cloud,i
in someone's pocket,i
in someone's pocket,i
in someone's pocket,i
on the shelf,i
on the shelf,l
on the shelf,i
pound the pavement,i
cut and thrust,i
cut and thrust,i
song and dance,i
song and dance,i
song and dance,i
turn the tables,i
turn the tables,l
over the hill,l
over the hill,i
over the hill,i
out of the loop,i
drop the ball,l
the buck stops here,i
the buck stops here,i
the buck stops here,i
on the rocks,i
on the rocks,i
on the rocks,i
break someone's heart,i
break someone's heart,i
break someone's heart,i
steal someone's thunder,i
slap on the wrist,i
slap on the wrist,i
on the make,i
on the make,i
on the make,i
things that go bump in the night,i
push the boat out,i
push the boat out,i
push the boat out,i
smell a rat,i
smell a rat,i
smell a rat,i
shoot the messenger,i
shoot the messenger,i
shoot the messenger,i
wake up and smell the coffee,i
fun and games,i
fun and games,i
fun and games,i
cast the first stone,i
cast the first stone,i
kick the bucket,i
kick the bucket,l
kick the bucket,i
fly a kite,i
fly a kite,i
fly a kite,l
in the clear,l
in the clear,l
have a few,i
have a few,i
have a few,l
to the hilt,l
to the hilt,i
to the hilt,i
open the floodgates,i
open the floodgates,i
open the floodgates,i
throw the book at,i
throw the book at,i
throw the book at,l
when the chips are down,i
when the chips are down,i
between a rock and a hard place,i
between a rock and a hard place,i
put down roots,i
put down roots,i
in your dreams,i
in your dreams,i
short and sweet,i
cut and dried,i
cut and dried,l
cut and dried,l
six of the best,l
six of the best,i
six of the best,l
behind closed doors,i
behind closed doors,i
behind closed doors,i
clear the decks,i
clear the decks,L
clear the decks,i
on the game,l
on the game,i
on the game,i
with open arms,i
with open arms,i
flash in the pan,l
flash in the pan,l
flash in the pan,i
rough around the edges,i
rough around the edges,i
fly off the handle,i
fly off the handle,i
see the light,i
see the light,l
see the light,i
pour cold water on,i
pour cold water on,i
pour cold water on,i
fire in the belly,i
get a grip,i
get a grip,i
get a grip,i
in the loop,i
in the loop,l
in the loop,l
fly in the face of,i
fly in the face of,i
get the boot,i
get the boot,i
on and off,l
on and off,l
on and off,l
cook the books,i
cook the books,i
cook the books,i
on the same page,l
on the same page,i
run a mile,l
run a mile,l
run a mile,l
on thin ice,i
on thin ice,i
close to home,l
close to home,l
close to home,i
in the bag,l
in the bag,i
in the raw,i
in the raw,l
cut the mustard,i
force someone's hand,l
force someone's hand,i
in the final analysis,i
in the final analysis,l
in the final analysis,l
up in the air,i
up in the air,i
fall from grace,l
fall from grace,i
fall from grace,i
full of beans,i
full of beans,i
full of beans,i
press the panic button,i
press the panic button,i
press the panic button,i
have a heart,i
have a heart,i
have a heart,i
on the fly,i
on the fly,i
get stuck in,l
get stuck in,i
get stuck in,l
out of the box,l
out of the box,l
out of the box,i
on the warpath,i
on the warpath,i
on the warpath,i
take a dive,i
take a dive,l
take a dive,i
scratch the surface,i
scratch the surface,i
scratch the surface,i
hammer and tongs,l
hammer and tongs,i
hammer and tongs,l
make a clean break,l
make a clean break,i
make a clean break,i
at sixes and sevens,i
nuts and bolts,l
nuts and bolts,i
nuts and bolts,l
the ball is in someone's court,i
the ball is in someone's court,i
get a life,i
get a life,i
get a life,i
on the nose,i
on the nose,i
on the nose,i
on a shoestring,i
in the driver's seat,i
in the driver's seat,i
wet behind the ears,i
wet behind the ears,i
wet behind the ears,i
up a tree,i
up a tree,l
up a tree,i
pick someone's brain,i
fill someone's shoes,i
save someone's skin,i
save someone's skin,l
walk all over,i
walk all over,i
walk all over,i
hot and heavy,i
hot and heavy,i
hot and heavy,i
strike a chord,i
strike a chord,i
strike a chord,i
batten down the hatches,i
batten down the hatches,L
batten down the hatches,i
cap in hand,i
cap in hand,l
cap in hand,i
kicking and screaming,i
kicking and screaming,i
kicking and screaming,i
sick and tired,i
sick and tired,i
on the cards,i
on the cards,i
face the music,i
face the music,i
come in from the cold,i
come in from the cold,i
come in from the cold,i
head over heels,i
head over heels,i
head over heels,i
reach for the stars,i
for a song,i
for a song,i
for a song,i
down the tubes,i
down the tubes,i
down the tubes,l
no strings attached,i
no strings attached,i
no strings attached,i
spit it out,l
spit it out,i
spit it out,i
don't hold your breath,i
don't hold your breath,i
don't hold your breath,i
stand up and be counted,i
stand up and be counted,i
far and away,i
far and away,i
far and away,i
sink or swim,i
sink or swim,i
sink or swim,i
hit the bottle,l
hit the bottle,i
hit the bottle,l
turn over a new leaf,i
turn over a new leaf,i
put the boot in,i
put the boot in,l
make a splash,i
make a splash,i
draw a line in the sand,i
push someone's buttons,i
push someone's buttons,i
separate the wheat from the chaff,i
separate the wheat from the chaff,i
get to grips with,i
get under someone's skin,i
get under someone's skin,i
get under someone's skin,i
up to speed,i
up to speed,i
go with the flow,i
go with the flow,i
rule the roost,i
rule the roost,i
rule the roost,i
in the fast lane,i
in the fast lane,l
in the fast lane,i
break the back of,l
break the back of,l
break the back of,i
put words in someone's mouth,i
put words in someone's mouth,i
put words in someone's mouth,i
shut the door on,i
shut the door on,i
shut the door on,l
kiss of death,i
kiss of death,i
kiss of death,i
on the skids,i
on the skids,i
on the skids,i
light at the end of the tunnel,i
light at the end of the tunnel,i
light at the end of the tunnel,i
on a roll,i
on a roll,i
rock the boat,i
rock the boat,i
below the belt,i
below the belt,i
below the belt,i
see eye to eye,i
see eye to eye,i
get it up,i
get it up,i
get it up,i
get away with murder,i
get away with murder,i
get away with murder,i
one of those things,l
one of those things,i
joined at the hip,i
joined at the hip,i
have a ball,i
have a ball,i
under the sun,l
under the sun,l
under the sun,l
on the wagon,i
on the wagon,l
on the wagon,i
call a spade a spade,i
call a spade a spade,i
call a spade a spade,i
spill the beans,i
spill the beans,i
on the button,i
on the button,i
on the button,i
black and blue,i
black and blue,i
black and blue,i
put the cart before the horse,i
bells and whistles,i
bells and whistles,i
in cold blood,i
in cold blood,l
carrot and stick,i
carrot and stick,i
down the road,i
down the road,l
down the road,l
heads will roll,l
heads will roll,i
at the end of the day,i
at the end of the day,i
at the end of the day,i
heart and soul,i
heart and soul,i
heart and soul,i
pack a punch,i
pack a punch,i
pack a punch,i
eat someone alive,l
eat someone alive,i
eat someone alive,l
tie the knot,l
tie the knot,l
tie the knot,l
step on it,i
step on it,i
out of the picture,i
out of the picture,i
break the ice,i
break the ice,i
break the ice,i
pop the question,i
pop the question,i
pop the question,i
full speed ahead,i
full speed ahead,i
full speed ahead,i
point the finger,i
point the finger,i
sign on the dotted line,i
sign on the dotted line,i
sign on the dotted line,l
up the ante,i
up the ante,i
up the ante,i
bring home the bacon,i
bring home the bacon,i
bring home the bacon,i
with a view to,l
with a view to,l
with a view to,i
move heaven and earth,i
move heaven and earth,i
move heaven and earth,i
across the board,i
across the board,l
tip the scales,i
tip the scales,l
face to face,l
face to face,l
face to face,l
hold someone's hand,l
hold someone's hand,i
hold someone's hand,i
cut from the same cloth,i
cut from the same cloth,i
cut from the same cloth,i
licence to print money,i
licence to print money,i
licence to print money,i
on the mend,l
on the mend,i
on the mend,i
go all the way,i
go all the way,i
go all the way,i
come with the territory,i
come with the territory,i
the bee's knees,i
the bee's knees,i
the bee's knees,i
on the back of,l
on the back of,i
on the back of,i
get a rise out of,i
get off the ground,i
get off the ground,i
get off the ground,i
under the table,l
under the table,l
under the table,l
do someone proud,i
do someone proud,i
do someone proud,i
down to the wire,i
down to the wire,l
down to the wire,l
go the distance,i
go the distance,i
go the distance,i
fast and furious,i
fast and furious,l
fast and furious,i
watch this space,i
watch this space,i
set the wheels in motion,l
set the wheels in motion,i
set the wheels in motion,l
to the tune of,l
to the tune of,l
to the tune of,l
on the back burner,i
on the back burner,i
on the back burner,i
turn the screw,i
turn the screw,i
turn the screw,l
glass ceiling,i
glass ceiling,i
glass ceiling,i
grass root,i
grass root,i
grass root,i
head hunter,i
head hunter,i
head hunter,i
heavy cross,i
heavy cross,i
heavy cross,l
banana republic,i
banana republic,i
banana republic,i
crocodile tear,i
crocodile tear,i
crocodile tear,i
eager beaver,i
eager beaver,l
cutting edge,l
cutting edge,l
cutting edge,i
melting pot,i
melting pot,i
melting pot,i
hot potato,i
hot potato,i
hot potato,i
monkey business,i
monkey business,i
monkey business,i
big cheese,i
big cheese,i
big cheese,i
nest egg,l
nest egg,i
big picture,i
big picture,i
big picture,i
night owl,i
night owl,i
night owl,i
fashion plate,i
fashion plate,i
fashion plate,i
big wig,i
big wig,i
big wig,l
flower child,i
flower child,i
flower child,i
panda car,i
black box,l
black box,l
black box,l
flea market,l
flea market,i
flea market,i
goose egg,i
blind alley,i
blind alley,i
blind alley,l
low profile,l
low profile,i
low profile,i
blue blood,i
blue blood,i
blue blood,i
grandfather clock,i
grandfather clock,i
grandfather clock,l
guinea pig,l
guinea pig,i
guinea pig,i
graveyard shift,i
graveyard shift,i
gravy train,i
gravy train,i
gravy train,i
rat run,i
rock bottom,i
rock bottom,l
rock bottom,i
pipe dream,i
pipe dream,i
pipe dream,i
rocket science,i
rocket science,i
rocket science,i
poison pill,l
poison pill,i
poison pill,i
shrinking violet,i
shrinking violet,i
shrinking violet,i
silver bullet,l
silver bullet,i
silver bullet,i
damp squib,i
dark horse,i
dark horse,i
dark horse,i
ivory tower,i
ivory tower,i
ivory tower,i
kangaroo court,i
kangaroo court,i
kangaroo court,i
sitting duck,i
double cross,i
double cross,i
double cross,i
smoking gun,l
smoking gun,l
double dutch,i
double dutch,i
double dutch,l
snake oil,i
snake oil,i
snake oil,i
smoke screen,i
smoke screen,i
smoke screen,i
swan song,i
swan song,i
swan song,i
old flame,i
old flame,i
old flame,i
zebra crossing,l
zebra crossing,i
zebra crossing,i
silver lining,i
top dog,i
bad hat,i
bad hat,l
bad hat,i
acid test,l
acid test,l
acid test,i
big fish,i
agony aunt,i
brass ring,i
brass ring,i
brass ring,i
busy bee,i
closed book,i
closed book,i
closed book,i
