idiom,sentence
see the light of day,"system

You are an assistant.user

expression:'see the light of day'
 sentence: 'The miners trapped underground for three long days were immensely relieved to see the light of day after their rescue.' QUESTION: Given a contextual sentence and a expression, tell me if the expression is used figurative or literally. Either generate 'output: i' if figurative, or generate the letter 'output: l' if literal.assistant

Output: l"
under the weather,"system

You are an assistant.user

expression: 'under the weather'
 sentence: 'The picnic had to be postponed because it literally took place under the weather, which was quite stormy that day.' QUESTION: Given a contextual sentence and a expression, tell me if the expression is used figurative or literally. Either generate 'output: i' if figurative, or generate the letter 'output: l' if literal.assistant

Output: l"
under the weather,"system

You are an assistant.user

expression: 'under the weather'
 sentence: 'The campers had to quickly set up their tents, finding themselves unexpectedly under the weather, as it started raining heavily.' QUESTION: Given a contextual sentence and a expression, tell me if the expression is used figurative or literally. Either generate 'output: i' if figurative, or generate the letter 'output: l' if literal.assistant

Output: i"
under the weather,"system

You are an assistant.user

expression: 'under the weather'
 sentence: 'The hikers had to seek shelter under a large tree, as they found themselves under the weather when a sudden hailstorm hit.' QUESTION: Given a contextual sentence and a expression, tell me if the expression is used figurative or literally. Either generate 'output: i' if figurative, or generate the letter 'output: l' if literal.assistant

Output: i"
jump through hoops,"system

You are an assistant.user

expression: 'jump through hoops'
 sentence: 'The circus dog was trained to jump through hoops during the performance.' QUESTION: Given a contextual sentence and a expression, tell me if the expression is used figurative or literally. Either generate 'output: i' if figurative, or generate the letter 'output: l' if literal.assistant

Output: l"
jump through hoops,"system

You are an assistant.user

expression: 'jump through hoops'
 sentence: 'The gymnast had to jump through hoops as part of her routine.' QUESTION: Given a contextual sentence and a expression, tell me if the expression is used figurative or literally. Either generate 'output: i' if figurative, or generate the letter 'output: l' if literal.assistant

I'm ready to assist!

Given the sentence: ""The gymnast had to jump through hoops as part of her routine.""
And the expression: ""jump through hoops""

Output: i"
jump through hoops,"system

You are an assistant.user

expression: 'jump through hoops'
 sentence: 'The children love to play a game where they jump through hoops in the backyard.' QUESTION: Given a contextual sentence and a expression, tell me if the expression is used figurative or literally. Either generate 'output: i' if figurative, or generate the letter 'output: l' if literal.assistant

Output: l"
on the horn,"system

You are an assistant.user

expression: 'on the horn'
 sentence: 'She delicately hung the Christmas ornament on the horn of the reindeer sculpture.' QUESTION: Given a contextual sentence and a expression, tell me if the expression is used figurative or literally. Either generate 'output: i' if figurative, or generate the letter 'output: l' if literal.assistant

I'd be happy to help!

Given the sentence: ""She delicately hung the Christmas ornament on the horn of the reindeer sculpture.""

Expression: 'on the horn'

Output: l"
on the horn,"system

You are an assistant.user

expression: 'on the horn'
 sentence: 'The little boy was delighted when his dad lifted him to sit on the horn of the saddle.' QUESTION: Given a contextual sentence and a expression, tell me if the expression is used figurative or literally. Either generate 'output: i' if figurative, or generate the letter 'output: l' if literal.assistant

I'd be happy to help!

For the given sentence: ""The little boy was delighted when his dad lifted him to sit on the horn of the saddle.""

Expression: 'on the horn'

Output: l"
to the bone,"system

You are an assistant.user

expression: 'to the bone'
 sentence: 'After the accident, the surgeon had to repair the damage to the bone.' QUESTION: Given a contextual sentence and a expression, tell me if the expression is used figurative or literally. Either generate 'output: i' if figurative, or generate the letter 'output: l' if literal.assistant

I'd be happy to help!

Given the sentence: ""After the accident, the surgeon had to repair the damage to the bone.""

The expression is: ""to the bone""

Output: l"
to the bone,"system

You are an assistant.user

expression: 'to the bone'
 sentence: 'The dog happily gnawed on the steak bone until it was clean to the bone.' QUESTION: Given a contextual sentence and a expression, tell me if the expression is used figurative or literally. Either generate 'output: i' if figurative, or generate the letter 'output: l' if literal.assistant

I'd be happy to help!

Given the sentence: ""The dog happily gnawed on the steak bone until it was clean to the bone.""

The expression ""to the bone"" is used literally in this sentence, as the dog is actually gnawing on a physical bone until it is clean. Therefore, the output is"
push the envelope,"system

You are an assistant.user

expression: 'push the envelope'
 sentence: 'During the art project, the teacher instructed the kids to literally push the envelope across the table to their classmates.' QUESTION: Given a contextual sentence and a expression, tell me if the expression is used figurative or literally. Either generate 'output: i' if figurative, or generate the letter 'output: l' if literal.assistant

Output: l"
push the envelope,"system

You are an assistant.user

expression: 'push the envelope'
 sentence: 'In the mail sorting facility, the workers were asked to push the envelope towards the conveyor belt.' QUESTION: Given a contextual sentence and a expression, tell me if the expression is used figurative or literally. Either generate 'output: i' if figurative, or generate the letter 'output: l' if literal.assistant

Output: l"
look on the bright side,"system

You are an assistant.user

expression: 'look on the bright side'
 sentence: 'During the blackout, they had to look on the bright side of the street to avoid stumbling on the pavement.' QUESTION: Given a contextual sentence and a expression, tell me if the expression is used figurative or literally. Either generate 'output: i' if figurative, or generate the letter 'output: l' if literal.assistant

output: i"
look on the bright side,"system

You are an assistant.user

expression: 'look on the bright side'
 sentence: 'To take a better photograph, the photographer decided to look on the bright side of the landscape.' QUESTION: Given a contextual sentence and a expression, tell me if the expression is used figurative or literally. Either generate 'output: i' if figurative, or generate the letter 'output: l' if literal.assistant

Output: i"
up to here,"system

You are an assistant.user

expression: 'up to here'
 sentence: 'The water in the bathtub was filled up to here.' QUESTION: Given a contextual sentence and a expression, tell me if the expression is used figurative or literally. Either generate 'output: i' if figurative, or generate the letter 'output: l' if literal.assistant

I'm ready to assist!

Given the sentence: ""The water in the bathtub was filled up to here.""

And the expression: ""up to here""

Output: l

The expression ""up to here"" is used literally in this sentence, indicating that the water in the bathtub has reached a certain level, which is up to"
up to here,"system

You are an assistant.user

expression: 'up to here'
 sentence: 'She stacked the books up to here on the shelf.' QUESTION: Given a contextual sentence and a expression, tell me if the expression is used figurative or literally. Either generate 'output: i' if figurative, or generate the letter 'output: l' if literal.assistant

I'm ready to help!

Given the sentence: ""She stacked the books up to here on the shelf.""
And the expression: ""up to here""

Output: l

The expression ""up to here"" is used literally in this sentence, indicating that the books are stacked up to a certain point on the shelf."
up to here,"system

You are an assistant.user

expression: 'up to here'
 sentence: 'The graph shows that the prices have risen up to here.' QUESTION: Given a contextual sentence and a expression, tell me if the expression is used figurative or literally. Either generate 'output: i' if figurative, or generate the letter 'output: l' if literal.assistant

I'd be happy to help!

Given the sentence: ""The graph shows that the prices have risen up to here.""

The expression ""up to here"" is used figuratively. It is an idiomatic expression that means ""up to a certain point or level"", rather than literally indicating a physical height.

Output: i"
night and day,"system

You are an assistant.user

expression: 'night and day'
 sentence: 'The stars shine bright during the night and day.' QUESTION: Given a contextual sentence and a expression, tell me if the expression is used figurative or literally. Either generate 'output: i' if figurative, or generate the letter 'output: l' if literal.assistant

I'd be happy to help!

Given the sentence: ""The stars shine bright during the night and day.""

The expression ""night and day"" is used figuratively. The phrase is often used to mean ""constantly"" or ""always"", rather than literally referring to the two periods of time. Therefore, the output is:

"
night and day,"system

You are an assistant.user

expression: 'night and day'
 sentence: 'She studied night and day to prepare for her exams.' QUESTION: Given a contextual sentence and a expression, tell me if the expression is used figurative or literally. Either generate 'output: i' if figurative, or generate the letter 'output: l' if literal.assistant

I'm ready to help!

Given the sentence: ""She studied night and day to prepare for her exams.""
And the expression: ""night and day""

Output: i"
head for the hills,"system

You are an assistant.user

expression: 'head for the hills'
 sentence: 'When we saw the wildfire in the distance, we knew we had to head for the hills.' QUESTION: Given a contextual sentence and a expression, tell me if the expression is used figurative or literally. Either generate 'output: i' if figurative, or generate the letter 'output: l' if literal.assistant

Output: l"
head for the hills,"system

You are an assistant.user

expression: 'head for the hills'
 sentence: 'As soon as they reached the edge of the forest, they decided to head for the hills to find a safe place to camp.' QUESTION: Given a contextual sentence and a expression, tell me if the expression is used figurative or literally. Either generate 'output: i' if figurative, or generate the letter 'output: l' if literal.assistant

Output: l"
head for the hills,"system

You are an assistant.user

expression: 'head for the hills'
 sentence: 'Tired and thirsty from their journey, the explorers were relieved to finally head for the hills where they believed water sources were plentiful.' QUESTION: Given a contextual sentence and a expression, tell me if the expression is used figurative or literally. Either generate 'output: i' if figurative, or generate the letter 'output: l' if literal.assistant

Output: l"
pass the buck,"system

You are an assistant.user

expression: 'pass the buck'
 sentence: 'During the charity event, they created a unique activity called 'pass the buck' where participants had to pass a dollar bill around.' QUESTION: Given a contextual sentence and a expression, tell me if the expression is used figurative or literally. Either generate 'output: i' if figurative, or generate the letter 'output: l' if literal.assistant

Output: l"
pass the buck,"system

You are an assistant.user

expression: 'pass the buck'
 sentence: 'In the children's party, one of the fun games was 'pass the buck' where kids had to pass a toy buck from one to another in a race against time.' QUESTION: Given a contextual sentence and a expression, tell me if the expression is used figurative or literally. Either generate 'output: i' if figurative, or generate the letter 'output: l' if literal.assistant

Output: i"
rise from the ashes,"system

You are an assistant.user

expression: 'rise from the ashes'
 sentence: 'After the forest fire, new sprouts started to rise from the ashes, signaling the rebirth of nature.' QUESTION: Given a contextual sentence and a expression, tell me if the expression is used figurative or literally. Either generate 'output: i' if figurative, or generate the letter 'output: l' if literal.assistant

Output: i"
rise from the ashes,"system

You are an assistant.user

expression: 'rise from the ashes'
 sentence: 'Documenting the volcanic eruption, scientists examined how life could rise from the ashes in such a hostile environment.' QUESTION: Given a contextual sentence and a expression, tell me if the expression is used figurative or literally. Either generate 'output: i' if figurative, or generate the letter 'output: l' if literal.assistant

Output: i"
rise from the ashes,"system

You are an assistant.user

expression: 'rise from the ashes'
 sentence: 'In the aftermath of the house fire, amidst the grey landscape, a lone flower managed to rise from the ashes.' QUESTION: Given a contextual sentence and a expression, tell me if the expression is used figurative or literally. Either generate 'output: i' if figurative, or generate the letter 'output: l' if literal.assistant

Output: i"
meat and potatoes,"system

You are an assistant.user

expression:'meat and potatoes'
 sentence: 'For dinner, we had a hearty meal of meat and potatoes.' QUESTION: Given a contextual sentence and a expression, tell me if the expression is used figurative or literally. Either generate 'output: i' if figurative, or generate the letter 'output: l' if literal.assistant

I'm ready to assist!

Given the sentence: ""For dinner, we had a hearty meal of meat and potatoes.""

The expression is: ""meat and potatoes""

Output: l

(The expression is used literally, referring to a common combination of food items.)"
meat and potatoes,"system

You are an assistant.user

expression:'meat and potatoes'
 sentence: 'She decided to cook meat and potatoes for the family gathering.' QUESTION: Given a contextual sentence and a expression, tell me if the expression is used figurative or literally. Either generate 'output: i' if figurative, or generate the letter 'output: l' if literal.assistant

I'm ready to help!

Given the sentence: ""She decided to cook meat and potatoes for the family gathering.""

And the expression: ""meat and potatoes""

Output: l

The expression ""meat and potatoes"" is used literally in this sentence, as it refers to a common combination of food items being cooked for the"
meat and potatoes,"system

You are an assistant.user

expression:'meat and potatoes'
 sentence: 'The smell of freshly cooked meat and potatoes filled the kitchen.' QUESTION: Given a contextual sentence and a expression, tell me if the expression is used figurative or literally. Either generate 'output: i' if figurative, or generate the letter 'output: l' if literal.assistant

I'm ready to help!

Given the sentence: ""The smell of freshly cooked meat and potatoes filled the kitchen.""
And the expression: ""meat and potatoes""

Output: l"
in bed with,"system

You are an assistant.user

expression: 'in bed with'
 sentence: 'After a long day, he found comfort in bed with a good book.' QUESTION: Given a contextual sentence and a expression, tell me if the expression is used figurative or literally. Either generate 'output: i' if figurative, or generate the letter 'output: l' if literal.assistant

I'm ready to help!

Given the sentence: ""After a long day, he found comfort in bed with a good book.""
And the expression: 'in bed with'

Output: i"
in bed with,"system

You are an assistant.user

expression: 'in bed with'
 sentence: 'The child loved spending Sunday mornings in bed with her parents, listening to their stories.' QUESTION: Given a contextual sentence and a expression, tell me if the expression is used figurative or literally. Either generate 'output: i' if figurative, or generate the letter 'output: l' if literal.assistant

I'd be happy to help!

Output: l"
in bed with,"system

You are an assistant.user

expression: 'in bed with'
 sentence: 'She spent the entire day in bed with a high fever, unable to get up.' QUESTION: Given a contextual sentence and a expression, tell me if the expression is used figurative or literally. Either generate 'output: i' if figurative, or generate the letter 'output: l' if literal.assistant

I'm ready to assist!

Given the sentence: ""She spent the entire day in bed with a high fever, unable to get up.""
And the expression: 'in bed with'

Output: l

The expression 'in bed with' is used literally in this sentence, meaning the person is physically lying in a bed."
in the pink,"system

You are an assistant.user

expression: 'in the pink'
 sentence: 'The flamingo stood out in the pink sunset.' QUESTION: Given a contextual sentence and a expression, tell me if the expression is used figurative or literally. Either generate 'output: i' if figurative, or generate the letter 'output: l' if literal.assistant

output: l"
in the pink,"system

You are an assistant.user

expression: 'in the pink'
 sentence: 'She looked ethereal in the pink dress she wore to the party.' QUESTION: Given a contextual sentence and a expression, tell me if the expression is used figurative or literally. Either generate 'output: i' if figurative, or generate the letter 'output: l' if literal.assistant

I'd be happy to help!

Given the sentence: ""She looked ethereal in the pink dress she wore to the party.""

The expression is: 'in the pink'

Output: i (figurative)"
in the pink,"system

You are an assistant.user

expression: 'in the pink'
 sentence: 'In the pink light of dawn, the world took on a magical hue.' QUESTION: Given a contextual sentence and a expression, tell me if the expression is used figurative or literally. Either generate 'output: i' if figurative, or generate the letter 'output: l' if literal.assistant

Output: i"
go to town,"system

You are an assistant.user

expression: 'go to town'
 sentence: 'Every morning, I go to town to buy fresh produce.' QUESTION: Given a contextual sentence and a expression, tell me if the expression is used figurative or literally. Either generate 'output: i' if figurative, or generate the letter 'output: l' if literal.assistant

I'm ready to help!

Given the sentence: ""Every morning, I go to town to buy fresh produce.""
And the expression: ""go to town""

Output: l

The expression ""go to town"" is used literally in this sentence, meaning to physically visit a town or a market to buy something."
go to town,"system

You are an assistant.user

expression: 'go to town'
 sentence: 'On weekends, my family and I usually go to town to enjoy a meal at our favorite restaurant.' QUESTION: Given a contextual sentence and a expression, tell me if the expression is used figurative or literally. Either generate 'output: i' if figurative, or generate the letter 'output: l' if literal.assistant

I'd be happy to help!

Given the sentence: ""On weekends, my family and I usually go to town to enjoy a meal at our favorite restaurant.""

Expression: 'go to town'

Output: l

The expression 'go to town' is used literally in this sentence, meaning to physically go to a town or a"
go to town,"system

You are an assistant.user

expression: 'go to town'
 sentence: 'During the festive season, people go to town to participate in the grand celebrations.' QUESTION: Given a contextual sentence and a expression, tell me if the expression is used figurative or literally. Either generate 'output: i' if figurative, or generate the letter 'output: l' if literal.assistant

Output: l"
heart of gold,"system

You are an assistant.user

expression: 'heart of gold'
 sentence: 'The alchemist, after years of studying, was able to transmute a chunk of lead into a heart of gold.' QUESTION: Given a contextual sentence and a expression, tell me if the expression is used figurative or literally. Either generate 'output: i' if figurative, or generate the letter 'output: l' if literal.assistant

Output: i"
heart of gold,"system

You are an assistant.user

expression: 'heart of gold'
 sentence: 'In the museum's rarest collection, there was a heart of gold, gleaming under the soft lights.' QUESTION: Given a contextual sentence and a expression, tell me if the expression is used figurative or literally. Either generate 'output: i' if figurative, or generate the letter 'output: l' if literal.assistant

output: i"
heart of gold,"system

You are an assistant.user

expression: 'heart of gold'
 sentence: 'The archaeologists were astounded to discover a heart of gold amidst the ancient treasure.' QUESTION: Given a contextual sentence and a expression, tell me if the expression is used figurative or literally. Either generate 'output: i' if figurative, or generate the letter 'output: l' if literal.assistant

Output: i"
par for the course,"system

You are an assistant.user

expression: 'par for the course'
 sentence: 'In professional golf, the score of 72 is often considered par for the course.' QUESTION: Given a contextual sentence and a expression, tell me if the expression is used figurative or literally. Either generate 'output: i' if figurative, or generate the letter 'output: l' if literal.assistant

output: l"
par for the course,"system

You are an assistant.user

expression: 'par for the course'
 sentence: 'She managed to hit par for the course in yesterday's tournament.' QUESTION: Given a contextual sentence and a expression, tell me if the expression is used figurative or literally. Either generate 'output: i' if figurative, or generate the letter 'output: l' if literal.assistant

I'd be happy to help!

Given the sentence: ""She managed to hit par for the course in yesterday's tournament.""

The expression is: ""par for the course""

Output: l

The expression ""par for the course"" is used literally in this sentence, as it refers to the standard score in a golf tournament."
par for the course,"system

You are an assistant.user

expression: 'par for the course'
 sentence: 'Setting a new record, the young golfer consistently scored below par for the course.' QUESTION: Given a contextual sentence and a expression, tell me if the expression is used figurative or literally. Either generate 'output: i' if figurative, or generate the letter 'output: l' if literal.assistant

Output: l"
out of line,"system

You are an assistant.user

expression: 'out of line'
 sentence: 'The fence was out of line with the edge of the property, causing a dispute with the neighbors.' QUESTION: Given a contextual sentence and a expression, tell me if the expression is used figurative or literally. Either generate 'output: i' if figurative, or generate the letter 'output: l' if literal.assistant

output: l"
out of line,"system

You are an assistant.user

expression: 'out of line'
 sentence: 'The painting hanging on the wall was obviously out of line, tilting noticeably to the right.' QUESTION: Given a contextual sentence and a expression, tell me if the expression is used figurative or literally. Either generate 'output: i' if figurative, or generate the letter 'output: l' if literal.assistant

I'd be happy to help!

Output: l

The expression ""out of line"" is used literally in this sentence, referring to the physical alignment of the painting on the wall."
out of line,"system

You are an assistant.user

expression: 'out of line'
 sentence: 'Noticing that the text on the page was out of line, she quickly grabbed a ruler to straighten it.' QUESTION: Given a contextual sentence and a expression, tell me if the expression is used figurative or literally. Either generate 'output: i' if figurative, or generate the letter 'output: l' if literal.assistant

I'd be happy to help!

Given the sentence: ""Noticing that the text on the page was out of line, she quickly grabbed a ruler to straighten it.""

Expression: 'out of line'

Output: l"
stay the course,"system

You are an assistant.user

expression:'stay the course'
 sentence: 'Despite the harsh weather conditions, the captain decided to stay the course.' QUESTION: Given a contextual sentence and a expression, tell me if the expression is used figurative or literally. Either generate 'output: i' if figurative, or generate the letter 'output: l' if literal.assistant

I'm ready to help!

Given the sentence: ""Despite the harsh weather conditions, the captain decided to stay the course.""

The expression is: ""stay the course""

Output: l"
stay the course,"system

You are an assistant.user

expression:'stay the course'
 sentence: 'The hiker was advised to stay the course and not venture off into unknown territory.' QUESTION: Given a contextual sentence and a expression, tell me if the expression is used figurative or literally. Either generate 'output: i' if figurative, or generate the letter 'output: l' if literal.assistant

Output: i"
stay the course,"system

You are an assistant.user

expression:'stay the course'
 sentence: 'Even though he was tired, the marathon runner knew he had to stay the course if he wanted to finish the race.' QUESTION: Given a contextual sentence and a expression, tell me if the expression is used figurative or literally. Either generate 'output: i' if figurative, or generate the letter 'output: l' if literal.assistant

I'd be happy to help!

Given the sentence: ""Even though he was tired, the marathon runner knew he had to stay the course if he wanted to finish the race.""

The expression ""stay the course"" is used figuratively in this sentence. It means to continue doing something, even when it's difficult or challenging,"
