idiom,cleaned_text
cut and thrust,u
song and dance,u
song and dance,u
song and dance,u
turn the tables,u
turn the tables,u
over the hill,u
over the hill,u
over the hill,u
out of the loop,u
drop the ball,u
the buck stops here,u
the buck stops here,u
the buck stops here,u
on the rocks,u
on the rocks,u
on the rocks,u
break someone's heart,u
break someone's heart,u
break someone's heart,u
steal someone's thunder,u
slap on the wrist,u
slap on the wrist,u
on the make,u
on the make,u
on the make,u
things that go bump in the night,u
push the boat out,u
push the boat out,u
push the boat out,u
smell a rat,u
smell a rat,u
smell a rat,u
shoot the messenger,u
shoot the messenger,u
shoot the messenger,u
wake up and smell the coffee,u
fun and games,u
fun and games,u
fun and games,u
cast the first stone,u
cast the first stone,u
kick the bucket,u
kick the bucket,u
kick the bucket,u
fly a kite,u
fly a kite,u
fly a kite,u
in the clear,u
in the clear,u
have a few,u
have a few,u
have a few,u
to the hilt,u
to the hilt,u
to the hilt,u
open the floodgates,u
open the floodgates,u
open the floodgates,u
throw the book at,u
throw the book at,u
throw the book at,u
when the chips are down,u
when the chips are down,u
between a rock and a hard place,u
between a rock and a hard place,u
put down roots,u
put down roots,u
in your dreams,u
in your dreams,u
short and sweet,u
cut and dried,u
cut and dried,u
cut and dried,u
six of the best,u
six of the best,u
six of the best,u
behind closed doors,u
behind closed doors,u
behind closed doors,u
clear the decks,u
clear the decks,u
clear the decks,u
on the game,u
on the game,u
on the game,u
with open arms,u
with open arms,u
flash in the pan,u
flash in the pan,u
flash in the pan,u
rough around the edges,u
rough around the edges,u
fly off the handle,u
fly off the handle,u
see the light,u
see the light,u
see the light,u
pour cold water on,u
pour cold water on,u
pour cold water on,u
fire in the belly,u
get a grip,u
get a grip,u
get a grip,u
in the loop,u
in the loop,u
in the loop,u
fly in the face of,u
fly in the face of,u
get the boot,u
get the boot,u
on and off,u
on and off,u
on and off,u
cook the books,u
cook the books,u
cook the books,u
on the same page,u
on the same page,u
run a mile,u
run a mile,u
run a mile,u
on thin ice,u
on thin ice,u
close to home,u
close to home,u
close to home,u
in the bag,u
in the bag,u
in the raw,u
in the raw,u
cut the mustard,u
force someone's hand,u
force someone's hand,u
in the final analysis,u
in the final analysis,u
in the final analysis,u
up in the air,u
up in the air,u
fall from grace,u
fall from grace,u
fall from grace,u
full of beans,u
full of beans,u
full of beans,u
press the panic button,u
press the panic button,u
press the panic button,u
have a heart,u
have a heart,u
have a heart,u
on the fly,u
on the fly,u
get stuck in,u
get stuck in,u
get stuck in,u
out of the box,u
out of the box,u
out of the box,u
on the warpath,u
on the warpath,u
on the warpath,u
take a dive,u
take a dive,u
take a dive,u
scratch the surface,u
scratch the surface,u
scratch the surface,u
hammer and tongs,u
hammer and tongs,u
hammer and tongs,u
make a clean break,u
make a clean break,u
make a clean break,u
at sixes and sevens,u
nuts and bolts,u
nuts and bolts,u
nuts and bolts,u
the ball is in someone's court,u
the ball is in someone's court,u
get a life,u
get a life,u
get a life,u
on the nose,u
on the nose,u
on the nose,u
on a shoestring,u
in the driver's seat,u
in the driver's seat,u
wet behind the ears,u
wet behind the ears,u
wet behind the ears,u
up a tree,u
up a tree,u
up a tree,u
pick someone's brain,u
fill someone's shoes,u
save someone's skin,u
save someone's skin,u
walk all over,u
walk all over,u
walk all over,u
hot and heavy,u
hot and heavy,u
hot and heavy,u
strike a chord,u
strike a chord,u
strike a chord,u
batten down the hatches,u
batten down the hatches,u
batten down the hatches,u
cap in hand,u
cap in hand,u
cap in hand,u
kicking and screaming,u
kicking and screaming,u
kicking and screaming,u
sick and tired,u
sick and tired,u
on the cards,u
on the cards,u
face the music,u
face the music,u
come in from the cold,u
come in from the cold,u
come in from the cold,u
head over heels,u
head over heels,u
head over heels,u
reach for the stars,u
for a song,u
for a song,u
for a song,u
down the tubes,u
down the tubes,u
down the tubes,u
no strings attached,u
no strings attached,u
no strings attached,u
spit it out,u
spit it out,u
spit it out,u
don't hold your breath,u
don't hold your breath,u
don't hold your breath,u
stand up and be counted,u
stand up and be counted,u
far and away,u
far and away,u
far and away,u
sink or swim,u
sink or swim,u
sink or swim,u
hit the bottle,u
hit the bottle,u
hit the bottle,u
turn over a new leaf,u
turn over a new leaf,u
put the boot in,u
put the boot in,u
make a splash,u
make a splash,u
draw a line in the sand,u
push someone's buttons,u
push someone's buttons,u
separate the wheat from the chaff,u
separate the wheat from the chaff,u
get to grips with,u
get under someone's skin,u
get under someone's skin,u
get under someone's skin,u
up to speed,u
up to speed,u
go with the flow,u
go with the flow,u
rule the roost,u
rule the roost,u
rule the roost,u
in the fast lane,u
in the fast lane,u
in the fast lane,u
break the back of,u
break the back of,u
break the back of,u
put words in someone's mouth,u
put words in someone's mouth,u
put words in someone's mouth,u
shut the door on,u
shut the door on,u
shut the door on,u
kiss of death,u
kiss of death,u
kiss of death,u
on the skids,u
on the skids,u
on the skids,u
light at the end of the tunnel,u
light at the end of the tunnel,u
light at the end of the tunnel,u
on a roll,u
on a roll,u
rock the boat,u
rock the boat,u
below the belt,u
below the belt,u
below the belt,u
see eye to eye,u
see eye to eye,u
get it up,u
get it up,u
get it up,u
get away with murder,u
get away with murder,u
get away with murder,u
one of those things,u
one of those things,u
joined at the hip,u
joined at the hip,u
have a ball,u
have a ball,u
under the sun,u
under the sun,u
under the sun,u
on the wagon,u
on the wagon,u
on the wagon,u
call a spade a spade,u
call a spade a spade,u
call a spade a spade,u
spill the beans,u
spill the beans,u
on the button,u
on the button,u
on the button,u
black and blue,u
black and blue,u
black and blue,u
put the cart before the horse,u
bells and whistles,u
bells and whistles,u
in cold blood,u
in cold blood,u
carrot and stick,u
carrot and stick,u
down the road,u
down the road,u
down the road,u
heads will roll,u
heads will roll,u
at the end of the day,u
at the end of the day,u
at the end of the day,u
heart and soul,u
heart and soul,u
heart and soul,u
pack a punch,u
pack a punch,u
pack a punch,u
eat someone alive,u
eat someone alive,u
eat someone alive,u
tie the knot,u
tie the knot,u
tie the knot,u
step on it,u
step on it,u
out of the picture,u
out of the picture,u
break the ice,u
break the ice,u
break the ice,u
pop the question,u
pop the question,u
pop the question,u
full speed ahead,u
full speed ahead,u
full speed ahead,u
point the finger,u
point the finger,u
sign on the dotted line,u
sign on the dotted line,u
sign on the dotted line,u
up the ante,u
up the ante,u
up the ante,u
bring home the bacon,u
bring home the bacon,u
bring home the bacon,u
with a view to,u
with a view to,u
with a view to,u
move heaven and earth,u
move heaven and earth,u
move heaven and earth,u
across the board,u
across the board,u
tip the scales,u
tip the scales,u
face to face,u
face to face,u
face to face,u
hold someone's hand,u
hold someone's hand,u
hold someone's hand,u
cut from the same cloth,u
cut from the same cloth,u
cut from the same cloth,u
licence to print money,u
licence to print money,u
licence to print money,u
on the mend,u
on the mend,u
on the mend,u
go all the way,u
go all the way,u
go all the way,u
come with the territory,u
come with the territory,u
the bee's knees,u
the bee's knees,u
the bee's knees,u
on the back of,u
on the back of,u
on the back of,u
get a rise out of,u
get off the ground,u
get off the ground,u
get off the ground,u
under the table,u
under the table,u
under the table,u
do someone proud,u
do someone proud,u
do someone proud,u
down to the wire,u
down to the wire,u
down to the wire,u
go the distance,u
go the distance,u
go the distance,u
fast and furious,u
fast and furious,u
fast and furious,u
watch this space,u
watch this space,u
set the wheels in motion,u
set the wheels in motion,u
set the wheels in motion,u
to the tune of,u
to the tune of,u
to the tune of,u
on the back burner,u
on the back burner,u
on the back burner,u
turn the screw,u
turn the screw,u
turn the screw,u
glass ceiling,u
glass ceiling,u
glass ceiling,u
grass root,u
grass root,u
grass root,u
head hunter,u
head hunter,u
head hunter,u
heavy cross,u
heavy cross,u
heavy cross,u
banana republic,u
banana republic,u
banana republic,u
crocodile tear,u
crocodile tear,u
crocodile tear,u
eager beaver,u
eager beaver,u
cutting edge,u
cutting edge,u
cutting edge,u
melting pot,u
melting pot,u
melting pot,u
hot potato,u
hot potato,u
hot potato,u
monkey business,u
monkey business,u
monkey business,u
big cheese,u
big cheese,u
big cheese,u
nest egg,u
nest egg,u
big picture,u
big picture,u
big picture,u
night owl,u
night owl,u
night owl,u
fashion plate,u
fashion plate,u
fashion plate,u
big wig,u
big wig,u
big wig,u
flower child,u
flower child,u
flower child,u
panda car,u
black box,u
black box,u
black box,u
flea market,u
flea market,u
flea market,u
goose egg,u
blind alley,u
blind alley,u
blind alley,u
low profile,u
low profile,u
low profile,u
blue blood,u
blue blood,u
blue blood,u
grandfather clock,u
grandfather clock,u
grandfather clock,u
guinea pig,u
guinea pig,u
guinea pig,u
graveyard shift,u
graveyard shift,u
gravy train,u
gravy train,u
gravy train,u
rat run,u
rock bottom,u
rock bottom,u
rock bottom,u
pipe dream,u
pipe dream,u
pipe dream,u
rocket science,u
rocket science,u
rocket science,u
poison pill,u
poison pill,u
poison pill,u
shrinking violet,u
shrinking violet,u
shrinking violet,u
silver bullet,u
silver bullet,u
silver bullet,u
damp squib,u
dark horse,u
dark horse,u
dark horse,u
ivory tower,u
ivory tower,u
ivory tower,u
kangaroo court,u
kangaroo court,u
kangaroo court,u
sitting duck,u
double cross,u
double cross,u
double cross,u
smoking gun,u
smoking gun,u
double dutch,u
double dutch,u
double dutch,u
snake oil,u
snake oil,u
snake oil,u
smoke screen,u
smoke screen,u
smoke screen,u
swan song,u
swan song,u
swan song,u
old flame,u
old flame,u
old flame,u
zebra crossing,u
zebra crossing,u
zebra crossing,u
silver lining,u
top dog,u
bad hat,u
bad hat,u
bad hat,u
acid test,u
acid test,u
acid test,u
big fish,u
agony aunt,u
brass ring,u
brass ring,u
brass ring,u
busy bee,u
closed book,u
closed book,u
closed book,u
